ts_index,EyePosition_x,EyePosition_y,EyePosition_z,GazeTarget,IsFixation,IsSaccade,IsBlink,EyeDirection_h,EyeDirection_v
0,0.20304,-0.102,-0.60144,1.0,0,1,0,-0.06475230727411017,0.15149844303905283
0,0.20376,-0.10188,-0.6042,1.0,0,1,0,-0.05082090185002349,0.1779268736930081
0,0.20436,-0.1017599999999999,-0.6053999999999999,1.0,0,1,0,-0.04597983982048996,0.20347047362465973
0,0.20484,-0.10152,-0.6052799999999999,1.0,0,1,0,-0.04211280519995438,0.23095022502478318
0,0.20532,-0.10092,-0.60408,1.0,1,0,0,-0.04318301433712958,0.2340889296680748
0,0.2058,-0.1000799999999999,-0.60144,1.0,1,0,0,-0.04112905637755206,0.23313563287811365
0,0.2061599999999999,-0.0991199999999999,-0.5979599999999999,1.0,1,0,0,-0.046695004043330435,0.27018410393363734
0,0.20628,-0.0981599999999999,-0.5934,1.0,1,0,0,-0.04728981948443431,0.23404698748420613
0,0.20628,-0.09696,-0.58824,1.0,1,0,0,-0.04724128972518001,0.22700425503886593
0,0.20628,-0.096,-0.58236,1.0,1,0,0,-0.047338448978395516,0.23719657002203304
0,0.20604,-0.09492,-0.57636,1.0,1,0,0,-0.04416448014241165,0.2299573115230527
0,0.20568,-0.09384,-0.57024,1.0,1,0,0,-0.044822151222458924,0.19014196064025543
0,0.20568,-0.09252,-0.5650799999999999,1.0,1,0,0,-0.041855010586237154,0.20036553609826546
0,0.2054399999999999,-0.09168,-0.55896,1.0,1,0,0,-0.007084901696356222,0.15363412564473863
0,0.2046,-0.09132,-0.55368,1.0,1,0,0,-0.04198351239030113,0.2156621938382972
0,0.20388,-0.0901199999999999,-0.5504399999999999,1.0,1,0,0,-0.08109746397699676,0.22187933749919891
0,0.20376,-0.09,-0.54696,1.0,0,1,0,-0.04265703474856042,0.17387926569618115
0,0.20328,-0.0897599999999999,-0.5452799999999999,1.0,0,1,0,-0.05092433339813871,0.18615795205230828
0,0.20256,-0.0897599999999999,-0.5446799999999999,1.0,0,1,0,-0.045746291730955776,0.1789537996291567
0,0.20196,-0.0901199999999999,-0.5452799999999999,1.0,0,1,0,-0.049856816160100056,0.1859825082470805
0,0.2009999999999999,-0.09072,-0.5478000000000001,1.0,1,0,0,-0.06190427440977209,0.2445279164202783
0,0.20052,-0.0924,-0.5502,1.0,1,0,0,-0.024435054210656205,0.19106545732793334
0,0.2002799999999999,-0.0936,-0.55428,1.0,1,0,0,-0.03191500935570834,0.23830848902947918
0,0.19884,-0.09528,-0.55896,1.0,1,0,0,-0.04416448014241165,0.22898368733059046
0,0.19776,-0.0966,-0.56496,1.0,1,0,0,-0.05572736437892228,0.24655433866799928
0,0.1975199999999999,-0.09888,-0.57,1.0,1,0,0,-0.028592818308818508,0.20241702903370695
0,0.1969199999999999,-0.1000799999999999,-0.5771999999999999,1.0,1,0,0,-0.04457626066032554,0.26608757002273226
0,0.1967999999999999,-0.1023599999999999,-0.58236,1.0,1,0,0,-0.0371729509636769,0.25160634304161117
0,0.1961999999999999,-0.10428,-0.58824,1.0,1,0,0,-0.046695004043330435,0.2672916182004247
0,0.19596,-0.10632,-0.5932799999999999,1.0,0,1,0,-0.04354092870361314,0.2670635902425957
0,0.1953599999999999,-0.10836,-0.59712,1.0,0,1,0,-0.03812584615879489,0.24141098057169877
0,0.1953599999999999,-0.11004,-0.6009599999999999,1.0,0,1,0,-0.049755648499823474,0.17086789315534234
0,0.19512,-0.11148,-0.6038399999999999,1.0,0,1,0,-0.026098490557008844,0.08709873153189394
0,0.19512,-0.11244,-0.6062399999999999,0.0,0,1,0,-0.018997714161758807,-0.010997571643061291
0,0.195,-0.1131599999999999,-0.6072,0.0,0,1,0,-0.01909315692042781,-0.09317968452648032
0,0.195,-0.1136399999999999,-0.60684,0.0,0,1,0,-0.04058683624758654,-0.16583753267197138
0,0.19524,-0.11388,-0.60564,1.0,0,1,0,-0.07747485139768097,-0.19113148016254664
0,0.19512,-0.1137599999999999,-0.60324,1.0,1,0,0,-0.05821635144994842,-0.20236490186058384
0,0.19524,-0.1133999999999999,-0.59988,1.0,1,0,0,-0.06235508731714218,-0.20349721644034377
0,0.19548,-0.1127999999999999,-0.59556,1.0,1,0,0,-0.06432829784132384,-0.19837119768987682
0,0.1955999999999999,-0.11208,-0.5903999999999999,1.0,1,0,0,-0.05917495926982668,-0.19823535097642883
0,0.19572,-0.11112,-0.5846399999999999,0.0,1,0,0,-0.06527994155806478,-0.19423976708955143
0,0.19584,-0.11016,-0.5786399999999999,0.0,1,0,0,-0.056120782701176444,-0.19728891997583736
0,0.19596,-0.10896,-0.5723999999999999,0.0,1,0,0,-0.05917495926982668,-0.19627435176098815
0,0.19596,-0.10764,-0.56652,0.0,1,0,0,-0.055102488067958054,-0.19926046638740316
0,0.1960799999999999,-0.10632,-0.56076,0.0,1,0,0,-0.06643229421144249,-0.20540357767270026
0,0.1960799999999999,-0.105,-0.55572,1.0,1,0,0,-0.062482662878828234,-0.2136980772966847
0,0.1960799999999999,-0.10392,-0.55128,0.0,1,0,0,-0.06037734552732378,-0.20960202549773133
0,0.1960799999999999,-0.1030799999999999,-0.54792,0.0,1,0,0,-0.06758919670669702,-0.21362916052049538
0,0.19584,-0.1024799999999999,-0.5456399999999999,1.0,1,0,0,-0.060439120392413705,-0.21470164654323862
0,0.19572,-0.1021199999999999,-0.5444399999999999,1.0,1,0,0,-0.06554699182497359,-0.214634588491353
0,0.1955999999999999,-0.10224,-0.5446799999999999,1.0,1,0,0,-0.06343934797563236,-0.21151913659078228
0,0.1953599999999999,-0.1027199999999999,-0.54624,1.0,1,0,0,-0.06554699182497359,-0.21365737034951107
0,0.19524,-0.10356,-0.5491199999999999,1.0,1,0,0,-0.06854001135957456,-0.20753805912924034
0,0.195,-0.10452,-0.5532,1.0,1,0,0,-0.059235323997602105,-0.2033323843468102
0,0.19488,-0.10584,-0.55824,1.0,1,0,0,-0.05815702039208282,-0.19628578767120813
0,0.19476,-0.10692,-0.564,1.0,1,0,0,-0.06121046665121432,-0.19330685943064801
0,0.19464,-0.10836,-0.5704799999999999,1.0,1,0,0,-0.05905459772924062,-0.18705914886275118
0,0.19464,-0.10956,-0.57708,1.0,1,0,0,-0.05899460017059259,-0.18097840027541304
0,0.19452,-0.11076,-0.5839199999999999,1.0,1,0,0,-0.04980618099888068,-0.17891980214115621
0,0.19452,-0.11184,-0.5903999999999999,1.0,1,0,0,-0.04671395815542278,-0.17286340919745033
0,0.19464,-0.1126799999999999,-0.5963999999999999,1.0,1,0,0,-0.05082090185002349,-0.17497284988196307
0,0.19464,-0.1133999999999999,-0.60156,1.0,1,0,0,-0.04772795383847334,-0.17384019406795587
0,0.19476,-0.11388,-0.60576,0.0,1,0,0,-0.05178293376120698,-0.17085063308158405
0,0.195,-0.1141199999999999,-0.60888,0.0,1,0,0,-0.04671395815542278,-0.17089249780191273
0,0.19524,-0.1141199999999999,-0.6108,0.0,1,0,0,-0.04367140255443981,-0.1738718005405348
0,0.19548,-0.1139999999999999,-0.6113999999999999,0.0,1,0,0,-0.04062803768137312,-0.17487852549129276
0,0.19572,-0.1136399999999999,-0.61044,0.0,1,0,0,-0.04879135748578659,-0.1799122942282974
0,0.19596,-0.1130399999999999,-0.6084,0.0,1,0,0,-0.04777643338573954,-0.18090434517426765
0,0.1960799999999999,-0.11232,-0.60492,0.0,1,0,0,-0.04477656849917141,-0.18602622863049778
0,0.1961999999999999,-0.11148,-0.6004799999999999,0.0,1,0,0,-0.04685660560850829,-0.18816013440139814
0,0.1961999999999999,-0.11064,-0.59496,0.0,1,0,0,-0.04588613520893558,-0.19425078670729676
0,0.1960799999999999,-0.10956,-0.58884,0.0,1,0,0,-0.05306555768672538,-0.19928186349631752
0,0.19572,-0.10848,-0.582,1.0,1,0,0,-0.044959457562444474,-0.20347966205162524
0,0.1953599999999999,-0.10728,-0.57504,0.0,1,0,0,-0.04700012627345875,-0.20444054680206156
0,0.195,-0.10608,-0.5679599999999999,0.0,1,0,0,-0.04602683568795208,-0.2095491470835064
0,0.19452,-0.1047599999999999,-0.56112,1.0,1,0,0,-0.0461211160145112,-0.21779269618077235
0,0.19404,-0.1032,-0.5546399999999999,0.0,1,0,0,-0.0461211160145112,-0.22169616439828502
0,0.19368,-0.10188,-0.54876,0.0,1,0,0,-0.04924147654939776,-0.22285998840290597
0,0.1932,-0.10056,-0.5436,0.0,1,0,0,-0.05236728860749352,-0.22792239209590598
0,0.1928399999999999,-0.0996,-0.5394,0.0,1,0,0,-0.05344699228153171,-0.23008492963715887
0,0.1922399999999999,-0.0989999999999999,-0.5369999999999999,0.0,1,0,0,-0.05136865119728343,-0.2299949601852947
0,0.1916399999999999,-0.0983999999999999,-0.5346,1.0,1,0,0,-0.049292002546032686,-0.22990410254405116
0,0.19104,-0.0982799999999999,-0.534,1.0,1,0,0,-0.04309445270479068,-0.22584608398314074
0,0.19032,-0.0986399999999999,-0.5347200000000001,1.0,1,0,0,-0.04211280519995438,-0.22705453775094983
0,0.1896,-0.0994799999999999,-0.53688,1.0,1,0,0,-0.04621578310163768,-0.22701477118712338
0,0.189,-0.1006799999999999,-0.54036,1.0,1,0,0,-0.0420265217442846,-0.22173490287293504
0,0.1884,-0.10224,-0.54516,1.0,1,0,0,-0.03887497993134821,-0.21058924800232404
0,0.1880399999999999,-0.10356,-0.55092,1.0,1,0,0,-0.04087701272892831,-0.20547338196017678
0,0.18792,-0.10488,-0.55764,1.0,1,0,0,-0.03981551505979572,-0.2013617992611622
0,0.1880399999999999,-0.1062,-0.56472,1.0,1,0,0,-0.03875609420403566,-0.1962704739496925
0,0.1882799999999999,-0.1074,-0.57228,1.0,1,0,0,-0.039774929841786925,-0.196262818433073
0,0.18864,-0.1086,-0.5796,1.0,1,0,0,-0.03973442723562214,-0.19018190942268845
0,0.18888,-0.10944,-0.58638,1.0,1,0,0,-0.042257050893272134,-0.1885953207261328
0,0.18912,-0.11028,-0.5931599999999999,1.0,1,0,0,-0.04477656849917141,-0.18700855540450312
0,0.18936,-0.111,-0.5988,1.0,1,0,0,-0.042743806946530336,-0.1880068595499434
0,0.1894799999999999,-0.11124,-0.60348,1.0,1,0,0,-0.04380478372498368,-0.1881855737319565
0,0.1896,-0.11136,-0.60684,1.0,1,0,0,-0.03871662697016917,-0.193134249107741
0,0.18984,-0.11124,-0.609,1.0,1,0,0,-0.05097620707531341,-0.19322274706377712
0,0.19008,-0.111,-0.6098399999999999,1.0,1,0,0,-0.04690434841176336,-0.19718404950324034
0,0.19056,-0.11052,-0.60936,1.0,1,0,0,-0.04899039113332151,-0.19932225418203706
0,0.1909199999999999,-0.10992,-0.60732,0.0,1,0,0,-0.031525665670713535,-0.18396837982003078
0,0.1914,-0.1092,-0.6035400000000001,0.0,1,0,0,-0.03453910449956867,-0.1768868582301373
0,0.19188,-0.10848,-0.59976,0.0,1,0,0,-0.03754579921391198,-0.16980169973596113
0,0.19224,-0.10776,-0.5946,0.0,1,0,0,-0.0304474405691712,-0.16984191344197813
0,0.19308,-0.10596,-0.58224,0.0,1,0,0,-0.022376732395016218,-0.1820460470245386
0,0.19308,-0.10596,-0.58224,0.0,1,0,0,-0.022376732395016218,-0.1820460470245386
0,0.19344,-0.105,-0.57552,0.0,1,0,0,-0.02949297162130077,-0.18496217621438535
0,0.19392,-0.1037999999999999,-0.56904,0.0,1,0,0,-0.030571511971627042,-0.19122400786346244
0,0.1944,-0.1024799999999999,-0.56292,0.0,1,0,0,-0.030602687928718824,-0.19632458521479051
0,0.19476,-0.1011599999999999,-0.55752,0.0,1,0,0,-0.03569911267932397,-0.19825342097142198
0,0.19524,-0.0994799999999999,-0.55272,0.0,1,0,0,-0.03569911267932397,-0.1992334270744649
0,0.1955999999999999,-0.0977999999999999,-0.5488799999999999,0.0,1,0,0,-0.033729534309200296,-0.20552666862392763
0,0.19596,-0.096,-0.54624,0.0,1,0,0,-0.0378142767325754,-0.20843331802018022
0,0.19596,-0.096,-0.54624,0.0,1,0,0,-0.0378142767325754,-0.20843331802018022
0,0.19668,-0.093,-0.54456,0.0,1,0,0,-0.04505146311597465,-0.21368005481761196
0,0.1969199999999999,-0.09156,-0.54576,0.0,1,0,0,-0.04607392765434175,-0.21269270538724197
0,0.19716,-0.09036,-0.54828,0.0,1,0,0,-0.04505146311597465,-0.21563426943569292
0,0.19716,-0.09036,-0.54828,0.0,1,0,0,-0.04505146311597465,-0.21563426943569292
0,0.1974,-0.08904,-0.55632,0.0,1,0,0,-0.05016280064525471,-0.2146066934144529
0,0.1972799999999999,-0.0891599999999999,-0.56148,0.0,1,0,0,-0.049090517647009314,-0.21049736020323642
0,0.1969199999999999,-0.08964,-0.56736,0.0,1,0,0,-0.04091880538300916,-0.20861574681332465
0,0.19644,-0.0904799999999999,-0.57336,0.0,1,0,0,-0.04904040332375124,-0.20344167752119577
0,0.19596,-0.0917999999999999,-0.57936,1.0,1,0,0,-0.0459329397583036,-0.2022897578030086
0,0.1953599999999999,-0.09324,-0.58524,0.0,1,0,0,-0.044867826784755614,-0.19720201542017818
0,0.19476,-0.09516,-0.5905199999999999,0.0,1,0,0,-0.04026379627164169,-0.19518100229494315
0,0.19416,-0.09708,-0.5958,1.0,1,0,0,-0.0356627530094858,-0.19315565348100458
0,0.19368,-0.0991199999999999,-0.60036,0.0,1,0,0,-0.03664346805746594,-0.18706908324174082
0,0.19344,-0.1010399999999999,-0.60432,0.0,1,0,0,-0.03766039298880038,-0.18804440623970792
0,0.19326,-0.1026,-0.60702,0.0,1,0,0,-0.0356264672978819,-0.1875669964920408
0,0.19308,-0.1041599999999999,-0.60972,1.0,1,0,0,-0.03359224667687042,-0.18708867279768948
0,0.19308,-0.10536,-0.6111599999999999,0.0,1,0,0,-0.03254191602774255,-0.18297961117328773
0,0.1932,-0.10596,-0.61152,0.0,1,0,0,-0.04071069187257895,-0.187040325191202
0,0.19326,-0.10626,-0.6102,0.0,1,0,0,-0.03511793913730334,-0.187079090180719
0,0.19332,-0.10656,-0.60888,0.0,1,0,0,-0.029522987757552594,-0.18711215051676855
0,0.19344,-0.1064399999999999,-0.60576,1.0,1,0,0,-0.028563657838759995,-0.19633612943736028
0,0.19344,-0.1064399999999999,-0.60156,0.0,1,0,0,-0.024459952594123514,-0.19518134806780763
0,0.1935,-0.10638,-0.59574,0.0,1,0,0,-0.042386452630378824,-0.20389042101834698
0,0.1935599999999999,-0.10632,-0.58992,1.0,1,0,0,-0.06037734552732378,-0.21253552344481733
0,0.1938,-0.10596,-0.58404,0.0,1,0,0,-0.044822151222458924,-0.1881772833784923
0,0.19392,-0.10536,-0.57768,0.0,1,0,0,-0.04899039113332151,-0.19932225418203706
0,0.19404,-0.10464,-0.5713199999999999,0.0,1,0,0,-0.039774929841786925,-0.19724345556225278
0,0.1942799999999999,-0.1037999999999999,-0.5656800000000001,0.0,1,0,0,-0.04283093266872733,-0.19525775953160499
0,0.1944,-0.1026,-0.56052,0.0,1,0,0,-0.042874628776832825,-0.199376820590931
0,0.19464,-0.1013999999999999,-0.55608,0.0,1,0,0,-0.047971339693466945,-0.20227090804402506
0,0.19464,-0.1002,-0.55272,0.0,1,0,0,-0.04597983982048996,-0.20444998310234808
0,0.19464,-0.0991199999999999,-0.5502,0.0,1,0,0,-0.05317398284218772,-0.20752036468188337
0,0.19452,-0.0981599999999999,-0.549,0.0,1,0,0,-0.04602683568795208,-0.20857073002627896
0,0.19452,-0.09756,-0.5491199999999999,0.0,1,0,0,-0.053228361585901475,-0.21261936080479107
0,0.19452,-0.0972,-0.5505599999999999,0.0,1,0,0,-0.05827580355182308,-0.20746299419757971
0,0.19452,-0.0972,-0.55344,0.0,1,0,0,-0.05317398284218772,-0.20947696939867058
0,0.19452,-0.09744,-0.55752,0.0,1,0,0,-0.05515871592817881,-0.20337855468045926
0,0.19476,-0.0982799999999999,-0.56892,0.0,1,0,0,-0.06330996189245375,-0.20132445277776126
0,0.19476,-0.0982799999999999,-0.56892,0.0,1,0,0,-0.06330996189245375,-0.20132445277776126
0,0.19488,-0.0989999999999999,-0.57552,0.0,1,0,0,-0.060192775384943976,-0.1972433556750825
0,0.19512,-0.09984,-0.58248,1.0,1,0,0,-0.05408407903195058,-0.19632956092305556
0,0.19524,-0.1007999999999999,-0.58932,1.0,1,0,0,-0.06121046665121432,-0.19625088954373365
0,0.19548,-0.10188,-0.5960399999999999,1.0,1,0,0,-0.05911471730493129,-0.19411916594273487
0,0.1955999999999999,-0.1027199999999999,-0.60204,1.0,1,0,0,-0.060131502211558385,-0.19116398504734905
0,0.19584,-0.10356,-0.60732,1.0,1,0,0,-0.06426277051808396,-0.1932707138851853
0,0.19584,-0.1041599999999999,-0.6116400000000001,1.0,1,0,0,-0.05911471730493129,-0.19313825577772414
0,0.19596,-0.10452,-0.61416,1.0,1,0,0,-0.0621646965397664,-0.19261286458538704
0,0.1960799999999999,-0.10488,-0.61668,1.0,1,0,0,-0.06521351816716534,-0.1920858180403775
0,0.1961999999999999,-0.10488,-0.6171599999999999,1.0,1,0,0,-0.056120782701176444,-0.19728891997583736
0,0.1961999999999999,-0.1047599999999999,-0.6164399999999999,1.0,1,0,0,-0.0459329397583036,-0.2013103767112701
0,0.19626,-0.10428,-0.6135599999999999,1.0,1,0,0,-0.050544547187727724,-0.20332573964499723
0,0.1963199999999999,-0.1037999999999999,-0.61068,1.0,1,0,0,-0.05515871592817881,-0.2053363411694755
0,0.1961999999999999,-0.1032,-0.60576,1.0,1,0,0,-0.04500541334876785,-0.20760129055877002
0,0.19596,-0.1024799999999999,-0.6,1.0,1,0,0,-0.04091880538300916,-0.21155037064742988
0,0.19572,-0.1017599999999999,-0.5931599999999999,0.0,1,0,0,-0.055328089432778955,-0.21671759179664293
0,0.19476,-0.10056,-0.57828,0.0,1,0,0,-0.036868531821733455,-0.21863344951056718
0,0.19476,-0.10056,-0.57828,0.0,1,0,0,-0.036868531821733455,-0.21863344951056718
0,0.1942799999999999,-0.09984,-0.57108,0.0,1,0,0,-0.03793051695766262,-0.22274515811586088
0,0.19368,-0.09888,-0.56424,0.0,1,0,0,-0.03796942259464919,-0.22394160330772114
0,0.19326,-0.0977999999999999,-0.5587799999999999,0.0,1,0,0,-0.04006077545014555,-0.22853486302955542
0,0.1928399999999999,-0.09672,-0.5533199999999999,0.0,1,0,0,-0.04215607984510167,-0.23312601416033008
0,0.1926,-0.0958199999999999,-0.55014,0.0,1,0,0,-0.04061551195143687,-0.2331403536104428
0,0.19236,-0.09492,-0.54696,0.0,1,0,0,-0.039074751138084556,-0.23315416117203952
0,0.19248,-0.09432,-0.54576,1.0,1,0,0,-0.04318301433712958,-0.23214293912463538
0,0.1926,-0.09384,-0.5459999999999999,1.0,1,0,0,-0.042199443465957984,-0.23724915800550253
0,0.1928399999999999,-0.09396,-0.5475599999999999,1.0,1,0,0,-0.05150081095122548,-0.23835735643612357
0,0.1932,-0.09432,-0.5505599999999999,1.0,1,0,0,-0.06280389437458644,-0.2372371866306187
0,0.19332,-0.09504,-0.5544,1.0,1,0,0,-0.05863507893461423,-0.23414353594942766
0,0.19344,-0.09624,-0.55872,1.0,1,0,0,-0.055555543803720235,-0.23612817357577887
0,0.19344,-0.09624,-0.55872,1.0,1,0,0,-0.055555543803720235,-0.23612817357577887
0,0.19404,-0.0993599999999999,-0.5698799999999999,1.0,1,0,0,-0.06254664636470808,-0.22074930800798864
0,0.1942799999999999,-0.1037999999999999,-0.5817599999999999,1.0,1,0,0,-0.05419457719055983,-0.209465814559334
0,0.1942799999999999,-0.1037999999999999,-0.5817599999999999,1.0,1,0,0,-0.05419457719055983,-0.209465814559334
0,0.1942799999999999,-0.1060199999999999,-0.5875199999999999,1.0,1,0,0,-0.04955040941212173,-0.20490558385785598
0,0.1942799999999999,-0.10824,-0.5932799999999999,1.0,1,0,0,-0.04491359546978934,-0.200339639891574
0,0.1942799999999999,-0.1100999999999999,-0.59814,1.0,1,0,0,-0.04183367001307413,-0.19830602776222597
0,0.1942799999999999,-0.11196,-0.603,1.0,1,0,0,-0.03875609420403566,-0.1962704739496925
0,0.1944,-0.11352,-0.60684,1.0,1,0,0,-0.05097620707531341,-0.19420406460798334
0,0.19452,-0.11484,-0.6098399999999999,1.0,1,0,0,-0.0530115105992924,-0.1932027877315024
0,0.1946399999999999,-0.1156799999999999,-0.6112799999999999,1.0,1,0,0,-0.04840682631967431,-0.19167855620591628
0,0.19476,-0.11652,-0.6127199999999999,1.0,1,0,0,-0.04380478372498368,-0.1901503333594176
0,0.19488,-0.1169999999999999,-0.6123599999999999,1.0,1,0,0,-0.04283093266872733,-0.19427647363269032
0,0.19518,-0.1171199999999999,-0.6102599999999999,1.0,1,0,0,-0.04435863752049056,-0.19573554579555255
0,0.19548,-0.11724,-0.6081599999999999,1.0,1,0,0,-0.04588613520893558,-0.19719313165853375
0,0.1955999999999999,-0.1171199999999999,-0.60432,1.0,1,0,0,-0.0357355465336453,-0.2004118696586262
0,0.1957199999999999,-0.1167599999999999,-0.59904,1.0,1,0,0,-0.034205244121605194,-0.20238231585909444
0,0.19584,-0.1163999999999999,-0.5937600000000001,1.0,1,0,0,-0.032674781424970434,-0.20435091530091987
0,0.1960799999999999,-0.11592,-0.58776,1.0,1,0,0,-0.03785294427011328,-0.2105972671801314
0,0.1961999999999999,-0.1152,-0.58164,1.0,1,0,0,-0.04091880538300916,-0.21057257104693644
0,0.1961999999999999,-0.1139999999999999,-0.5760599999999999,1.0,1,0,0,-0.03631974308719872,-0.21207567987531864
0,0.1961999999999999,-0.1127999999999999,-0.5704799999999999,1.0,1,0,0,-0.031719143187459865,-0.21357396669580003
0,0.19626,-0.1113,-0.56634,1.0,1,0,0,-0.03483981787838921,-0.21875738727760752
0,0.1963199999999999,-0.1098,-0.5621999999999999,1.0,1,0,0,-0.03796942259464919,-0.22394160330772114
0,0.1963199999999999,-0.1086,-0.5594399999999999,1.0,1,0,0,-0.03796942259464919,-0.22783954778249604
0,0.1965599999999999,-0.10728,-0.55752,1.0,1,0,0,-0.039034632894862836,-0.23000470445993795
0,0.19662,-0.1067399999999999,-0.55716,1.0,1,0,0,-0.04162119375610532,-0.23155607085992225
0,0.19668,-0.1062,-0.5568,1.0,1,0,0,-0.044209857699484996,-0.23310606802296088
0,0.1964999999999999,-0.10692,-0.5585999999999999,1.0,1,0,0,-0.04316083984286997,-0.23105481763872926
0,0.1963199999999999,-0.10764,-0.5604,1.0,1,0,0,-0.04211280519995438,-0.2290032657605876
0,0.19584,-0.10908,-0.56442,1.0,1,0,0,-0.04565613539594563,-0.22289668885396605
0,0.1953599999999999,-0.11052,-0.56844,1.0,1,0,0,-0.04919105394498692,-0.21678501269034522
0,0.19464,-0.11232,-0.5737199999999999,1.0,1,0,0,-0.03887497993134821,-0.21058924800232404
0,0.19392,-0.1143599999999999,-0.57972,1.0,1,0,0,-0.0378142767325754,-0.2064764847915897
0,0.1932,-0.11652,-0.58608,1.0,1,0,0,-0.035717320319247674,-0.1988421454920785
0,0.19248,-0.11868,-0.59244,1.0,1,0,0,-0.03362646374370788,-0.19120570459460628
0,0.192,-0.12072,-0.59868,1.0,1,0,0,-0.03460939280554609,-0.18511657537374573
0,0.1916399999999999,-0.12264,-0.60492,1.0,1,0,0,-0.03050935017075541,-0.1810240671756093
0,0.19158,-0.1241399999999999,-0.6102,1.0,1,0,0,-0.029477986423060532,-0.17798765723499488
0,0.19152,-0.1256399999999999,-0.6154799999999999,1.0,1,0,0,-0.02844760817002252,-0.17495064737808466
0,0.19176,-0.1268399999999999,-0.61956,1.0,1,0,0,-0.028418742904841223,-0.1718228386534409
0,0.19224,-0.12768,-0.6228,1.0,0,1,0,-0.04560729745326721,-0.1636653411722245
0,0.1926,-0.12852,-0.62472,1.0,1,0,0,-0.032344630960569005,-0.14550051745763726
0,0.1932,-0.12888,-0.62568,0.0,1,0,0,-0.04244163688125344,-0.1454463386101009
0,0.1938,-0.12888,-0.62532,0.0,1,0,0,-0.0373563507773872,-0.13939613000574502
0,0.1944,-0.12864,-0.62376,0.0,1,0,0,-0.037394087434656186,-0.1405257925330225
0,0.19494,-0.1279799999999999,-0.62022,0.0,1,0,0,-0.03587943906813666,-0.14350417270634122
0,0.19548,-0.12732,-0.61668,0.0,1,0,0,-0.03436462598682875,-0.14647999047273713
0,0.1960799999999999,-0.12636,-0.61152,0.0,1,0,0,-0.03443420551150878,-0.15765430977044725
0,0.1965599999999999,-0.1253999999999999,-0.6052799999999999,0.0,1,0,0,-0.0425275346197842,-0.1556307482684693
0,0.19704,-0.12408,-0.59844,0.0,1,0,0,-0.036458002386197515,-0.1586305709217372
0,0.1974,-0.1227599999999999,-0.5908800000000001,0.0,1,0,0,-0.037469789829980886,-0.15961177617612524
0,0.19776,-0.1212,-0.58344,0.0,1,0,0,-0.04058683624758654,-0.16978190348241942
0,0.1979999999999999,-0.1193999999999999,-0.5758800000000001,0.0,1,0,0,-0.04265703474856042,-0.17190869406173254
0,0.19818,-0.1176,-0.56916,0.0,1,0,0,-0.044731078332315904,-0.17699300371711998
0,0.19836,-0.1157999999999999,-0.56244,0.0,1,0,0,-0.04680895982799252,-0.18207671907026302
0,0.19854,-0.11424,-0.5573999999999999,0.0,1,0,0,-0.04632445070060683,-0.1861059919351988
0,0.1987199999999999,-0.1126799999999999,-0.55236,0.0,1,0,0,-0.04583942588111677,-0.19013339658925887
