TimeStamp,RealTime,LeftPupilDiameter,RightPupilDiameter,EyePosition,EyeRotation,EyeDirection,VergencePosition,HeadRotation,MarkerEyePosition,MarkerEyeRotation,MarkerEyeDirection,MarkerVergencePosition,MarkerHeadRotation,LeftEyeOpenness,RightEyeOpenness,GazeTarget,Situation,SituationRecognized,StartCompression
0,7194875,0.0035,0.0036,(-0.638| -0.895| 0.476),(-0.574| -0.444| 0.492| -0.481),(-0.138| -0.989| -0.054),(-0.692| -1.278| 0.455),(-0.568| -0.436| 0.499| -0.488),(1.668| -0.860| -4.481),(0.075| -0.015| -0.007| 0.997),(-0.031| -0.150| 0.988),(1.567| -1.344| -1.288),(0.075| -0.030| -0.006| 0.997),0.988,0.989,None,0,0,0
0,7194892,0.0035,0.0036,(-0.637| -0.901| 0.476),(-0.577| -0.442| 0.493| -0.478),(-0.146| -0.988| -0.056),(-0.692| -1.279| 0.455),(-0.567| -0.436| 0.498| -0.491),(1.669| -0.846| -4.431),(0.079| -0.015| -0.006| 0.997),(-0.031| -0.157| 0.987),(1.571| -1.349| -1.280),(0.072| -0.031| -0.004| 0.997),0.992,0.994,None,0,0,0
0,7194908,0.0035,0.0036,(-0.635| -0.906| 0.476),(-0.578| -0.440| 0.494| -0.478),(-0.151| -0.987| -0.054),(-0.693| -1.284| 0.455),(-0.566| -0.438| 0.496| -0.492),(1.670| -0.835| -4.387),(0.081| -0.016| -0.005| 0.997),(-0.033| -0.162| 0.986),(1.566| -1.352| -1.237),(0.069| -0.030| -0.005| 0.997),0.98,0.997,None,0,0,0
0,7194925,0.0035,0.0036,(-0.634| -0.911| 0.475),(-0.578| -0.439| 0.495| -0.478),(-0.152| -0.987| -0.053),(-0.693| -1.292| 0.455),(-0.565| -0.440| 0.496| -0.490),(1.672| -0.826| -4.349),(0.082| -0.017| -0.005| 0.996),(-0.034| -0.163| 0.986),(1.563| -1.352| -1.175),(0.069| -0.028| -0.007| 0.997),0.989,0.988,None,0,0,0
0,7194942,0.0035,0.0036,(-0.633| -0.914| 0.475),(-0.578| -0.439| 0.495| -0.478),(-0.154| -0.987| -0.053),(-0.691| -1.283| 0.455),(-0.566| -0.439| 0.497| -0.490),(1.673| -0.823| -4.322),(0.083| -0.017| -0.005| 0.996),(-0.034| -0.165| 0.986),(1.567| -1.336| -1.248),(0.070| -0.029| -0.006| 0.997),0.985,0.994,None,0,0,0
0,7194958,0.0035,0.0036,(-0.633| -0.916| 0.475),(-0.577| -0.438| 0.496| -0.479),(-0.154| -0.987| -0.049),(-0.690| -1.278| 0.457),(-0.565| -0.438| 0.496| -0.492),(1.674| -0.823| -4.306),(0.083| -0.019| -0.005| 0.996),(-0.038| -0.164| 0.986),(1.557| -1.325| -1.290),(0.069| -0.030| -0.005| 0.997),0.995,0.996,None,0,0,0
0,7194975,0.0034,0.0035,(-0.634| -0.916| 0.475),(-0.578| -0.439| 0.495| -0.478),(-0.152| -0.987| -0.052),(-0.690| -1.283| 0.455),(-0.563| -0.440| 0.495| -0.495),(1.673| -0.825| -4.302),(0.082| -0.017| -0.005| 0.996),(-0.035| -0.163| 0.986),(1.566| -1.331| -1.248),(0.065| -0.031| -0.005| 0.997),0.995,0.992,None,0,0,0
0,7194992,0.0034,0.0035,(-0.634| -0.915| 0.475),(-0.577| -0.438| 0.495| -0.479),(-0.152| -0.987| -0.051),(-0.691| -1.286| 0.455),(-0.560| -0.444| 0.492| -0.496),(1.674| -0.830| -4.310),(0.082| -0.018| -0.004| 0.996),(-0.036| -0.163| 0.986),(1.561| -1.339| -1.222),(0.059| -0.029| -0.007| 0.998),0.989,0.997,None,0,0,0
0,7195008,0.0034,0.0035,(-0.635| -0.913| 0.475),(-0.576| -0.439| 0.494| -0.481),(-0.147| -0.988| -0.049),(-0.691| -1.286| 0.456),(-0.559| -0.448| 0.490| -0.496),(1.674| -0.839| -4.330),(0.079| -0.018| -0.004| 0.997),(-0.038| -0.157| 0.987),(1.556| -1.335| -1.222),(0.056| -0.027| -0.008| 0.998),0.986,0.993,None,0,0,0
0,7195025,0.0034,0.0035,(-0.637| -0.909| 0.475),(-0.575| -0.440| 0.494| -0.481),(-0.145| -0.988| -0.048),(-0.691| -1.279| 0.457),(-0.559| -0.450| 0.488| -0.497),(1.674| -0.851| -4.363),(0.078| -0.019| -0.005| 0.997),(-0.038| -0.155| 0.987),(1.556| -1.336| -1.283),(0.053| -0.025| -0.008| 0.998),0.989,0.994,None,0,0,0
0,7195042,0.0034,0.0037,(-0.639| -0.904| 0.475),(-0.572| -0.442| 0.493| -0.483),(-0.137| -0.990| -0.046),(-0.695| -1.313| 0.456),(-0.558| -0.452| 0.484| -0.501),(1.674| -0.865| -4.405),(0.074| -0.019| -0.006| 0.997),(-0.039| -0.147| 0.988),(1.541| -1.372| -0.998),(0.048| -0.024| -0.006| 0.999),0.983,0.989,None,0,0,0
0,7195058,0.0034,0.0035,(-0.640| -0.898| 0.475),(-0.572| -0.442| 0.494| -0.484),(-0.137| -0.990| -0.045),(-0.695| -1.295| 0.457),(-0.556| -0.453| 0.480| -0.504),(1.673| -0.879| -4.455),(0.074| -0.020| -0.006| 0.997),(-0.040| -0.147| 0.988),(1.538| -1.372| -1.147),(0.043| -0.023| -0.004| 0.999),0.989,0.994,None,0,0,0
0,7195075,0.0034,0.0035,(-0.642| -0.891| 0.475),(-0.569| -0.444| 0.491| -0.488),(-0.126| -0.991| -0.042),(-0.692| -1.283| 0.459),(-0.555| -0.456| 0.477| -0.506),(1.672| -0.894| -4.510),(0.068| -0.021| -0.005| 0.997),(-0.042| -0.136| 0.990),(1.535| -1.343| -1.248),(0.039| -0.022| -0.004| 0.999),0.983,0.993,None,0,0,0
0,7195092,0.0034,0.0035,(-0.644| -0.884| 0.476),(-0.570| -0.445| 0.489| -0.487),(-0.123| -0.991| -0.047),(-0.692| -1.270| 0.457),(-0.554| -0.459| 0.475| -0.507),(1.671| -0.910| -4.568),(0.067| -0.018| -0.005| 0.998),(-0.036| -0.134| 0.990),(1.554| -1.345| -1.356),(0.035| -0.020| -0.004| 0.999),0.981,0.991,None,0,0,0
0,7195108,0.0034,0.0035,(-0.646| -0.877| 0.476),(-0.569| -0.447| 0.486| -0.489),(-0.116| -0.992| -0.048),(-0.692| -1.265| 0.457),(-0.553| -0.461| 0.474| -0.507),(1.671| -0.926| -4.627),(0.064| -0.017| -0.004| 0.998),(-0.034| -0.127| 0.991),(1.561| -1.338| -1.399),(0.033| -0.019| -0.005| 0.999),0.978,0.989,None,0,0,0
0,7195125,0.0034,0.0037,(-0.648| -0.870| 0.476),(-0.569| -0.449| 0.485| -0.489),(-0.112| -0.992| -0.051),(-0.697| -1.297| 0.454),(-0.551| -0.463| 0.473| -0.508),(1.671| -0.942| -4.685),(0.062| -0.015| -0.004| 0.998),(-0.031| -0.124| 0.992),(1.559| -1.386| -1.129),(0.031| -0.019| -0.006| 0.999),0.987,0.99,None,0,0,0
0,7195142,0.0034,0.0037,(-0.650| -0.864| 0.476),(-0.568| -0.449| 0.485| -0.490),(-0.111| -0.993| -0.049),(-0.698| -1.293| 0.455),(-0.550| -0.464| 0.472| -0.509),(1.672| -0.957| -4.740),(0.061| -0.016| -0.005| 0.998),(-0.033| -0.122| 0.992),(1.553| -1.396| -1.168),(0.029| -0.018| -0.006| 0.999),0.988,0.983,None,0,0,0
0,7195158,0.0034,0.0037,(-0.652| -0.858| 0.476),(-0.567| -0.452| 0.483| -0.491),(-0.105| -0.993| -0.052),(-0.696| -1.279| 0.454),(-0.549| -0.465| 0.471| -0.510),(1.672| -0.972| -4.791),(0.058| -0.014| -0.005| 0.998),(-0.029| -0.116| 0.993),(1.570| -1.382| -1.282),(0.026| -0.018| -0.007| 0.999),0.984,0.982,None,0,0,0
0,7195175,0.0034,0.0035,(-0.653| -0.852| 0.476),(-0.567| -0.451| 0.484| -0.490),(-0.106| -0.993| -0.051),(-0.695| -1.247| 0.456),(-0.548| -0.467| 0.470| -0.511),(1.673| -0.982| -4.835),(0.059| -0.015| -0.005| 0.998),(-0.030| -0.117| 0.993),(1.574| -1.371| -1.550),(0.024| -0.018| -0.007| 1.000),0.984,0.983,None,0,0,0
0,7195192,0.0034,0.0038,(-0.654| -0.848| 0.476),(-0.568| -0.453| 0.483| -0.490),(-0.105| -0.993| -0.055),(-0.699| -1.266| 0.453),(-0.548| -0.468| 0.469| -0.510),(1.673| -0.992| -4.873),(0.059| -0.013| -0.005| 0.998),(-0.026| -0.117| 0.993),(1.581| -1.401| -1.394),(0.024| -0.016| -0.007| 1.000),0.975,0.989,None,0,0,0
0,7195208,0.0035,0.0036,(-0.655| -0.845| 0.476),(-0.565| -0.451| 0.484| -0.492),(-0.103| -0.994| -0.047),(-0.699| -1.267| 0.456),(-0.548| -0.469| 0.469| -0.510),(1.675| -0.997| -4.901),(0.057| -0.016| -0.006| 0.998),(-0.034| -0.114| 0.993),(1.556| -1.402| -1.382),(0.023| -0.015| -0.008| 1.000),0.981,0.983,None,0,0,0
0,7195225,0.0035,0.0037,(-0.656| -0.842| 0.476),(-0.567| -0.453| 0.483| -0.490),(-0.103| -0.993| -0.054),(-0.701| -1.278| 0.453),(-0.549| -0.469| 0.469| -0.509),(1.676| -1.000| -4.920),(0.057| -0.013| -0.006| 0.998),(-0.027| -0.115| 0.993),(1.577| -1.419| -1.287),(0.024| -0.014| -0.008| 1.000),0.98,0.988,None,0,0,0
0,7195242,0.0035,0.0038,(-0.655| -0.841| 0.476),(-0.566| -0.452| 0.484| -0.490),(-0.104| -0.993| -0.051),(-0.701| -1.279| 0.454),(-0.550| -0.469| 0.469| -0.508),(1.677| -0.999| -4.929),(0.058| -0.015| -0.007| 0.998),(-0.030| -0.116| 0.993),(1.566| -1.424| -1.280),(0.026| -0.014| -0.008| 1.000),0.991,0.983,None,0,0,0
0,7195258,0.0035,0.0038,(-0.655| -0.842| 0.476),(-0.567| -0.452| 0.484| -0.490),(-0.106| -0.993| -0.051),(-0.703| -1.289| 0.453),(-0.552| -0.467| 0.472| -0.504),(1.678| -0.996| -4.926),(0.059| -0.014| -0.007| 0.998),(-0.030| -0.117| 0.993),(1.567| -1.436| -1.197),(0.031| -0.014| -0.009| 0.999),0.99,0.985,None,0,0,0
0,7195275,0.0034,0.0038,(-0.654| -0.843| 0.476),(-0.567| -0.452| 0.485| -0.489),(-0.108| -0.993| -0.052),(-0.702| -1.282| 0.453),(-0.554| -0.465| 0.475| -0.501),(1.679| -0.990| -4.915),(0.060| -0.014| -0.007| 0.998),(-0.030| -0.120| 0.992),(1.570| -1.431| -1.260),(0.036| -0.014| -0.009| 0.999),0.984,0.984,None,0,0,0
0,7195292,0.0035,0.0036,(-0.653| -0.846| 0.476),(-0.568| -0.450| 0.488| -0.487),(-0.116| -0.992| -0.049),(-0.702| -1.263| 0.455),(-0.556| -0.462| 0.479| -0.498),(1.679| -0.982| -4.893),(0.064| -0.016| -0.008| 0.998),(-0.033| -0.127| 0.991),(1.563| -1.427| -1.420),(0.042| -0.015| -0.011| 0.999),0.988,0.982,None,0,0,0
0,7195308,0.0035,0.0037,(-0.652| -0.849| 0.476),(-0.569| -0.450| 0.488| -0.486),(-0.118| -0.992| -0.052),(-0.699| -1.243| 0.456),(-0.558| -0.459| 0.481| -0.496),(1.678| -0.971| -4.863),(0.065| -0.015| -0.009| 0.998),(-0.031| -0.129| 0.991),(1.576| -1.397| -1.586),(0.046| -0.016| -0.010| 0.999),0.981,0.979,None,0,0,0
0,7195325,0.0035,0.0037,(-0.650| -0.854| 0.476),(-0.570| -0.449| 0.490| -0.484),(-0.124| -0.991| -0.053),(-0.701| -1.259| 0.455),(-0.560| -0.455| 0.483| -0.495),(1.676| -0.958| -4.824),(0.068| -0.015| -0.009| 0.998),(-0.031| -0.135| 0.990),(1.571| -1.419| -1.448),(0.050| -0.018| -0.008| 0.999),0.966,0.976,None,0,0,0
0,7195342,0.0035,0.0039,(-0.649| -0.859| 0.477),(-0.571| -0.449| 0.489| -0.482),(-0.126| -0.990| -0.056),(-0.702| -1.278| 0.453),(-0.562| -0.453| 0.486| -0.493),(1.672| -0.943| -4.778),(0.069| -0.013| -0.009| 0.997),(-0.027| -0.138| 0.990),(1.576| -1.430| -1.288),(0.055| -0.019| -0.009| 0.998),0.958,0.966,None,0,0,0
0,7195358,0.0035,0.0037,(-0.647| -0.866| 0.477),(-0.574| -0.446| 0.492| -0.480),(-0.137| -0.989| -0.055),(-0.700| -1.250| 0.455),(-0.564| -0.451| 0.489| -0.489),(1.669| -0.926| -4.725),(0.075| -0.014| -0.009| 0.997),(-0.030| -0.149| 0.988),(1.571| -1.408| -1.523),(0.060| -0.018| -0.010| 0.998),0.946,0.949,None,0,0,0
0,7195375,0.0035,0.0039,(-0.644| -0.872| 0.477),(-0.578| -0.442| 0.495| -0.475),(-0.153| -0.987| -0.059),(-0.706| -1.273| 0.453),(-0.566| -0.449| 0.490| -0.488),(1.665| -0.908| -4.669),(0.083| -0.013| -0.009| 0.996),(-0.028| -0.164| 0.986),(1.570| -1.464| -1.336),(0.063| -0.018| -0.009| 0.998),0.944,0.959,None,0,0,0
0,7195392,0.0035,0.0037,(-0.642| -0.879| 0.477),(-0.580| -0.439| 0.499| -0.471),(-0.165| -0.985| -0.059),(-0.702| -1.238| 0.456),(-0.566| -0.449| 0.489| -0.489),(1.662| -0.888| -4.611),(0.089| -0.014| -0.009| 0.996),(-0.030| -0.176| 0.984),(1.571| -1.423| -1.629),(0.063| -0.019| -0.008| 0.998),0.946,0.961,None,0,0,0
0,7195408,0.0035,0.0037,(-0.639| -0.886| 0.478),(-0.582| -0.435| 0.502| -0.469),(-0.176| -0.983| -0.057),(-0.706| -1.257| 0.456),(-0.565| -0.450| 0.489| -0.488),(1.658| -0.867| -4.553),(0.094| -0.016| -0.008| 0.995),(-0.033| -0.187| 0.982),(1.553| -1.456| -1.468),(0.062| -0.018| -0.009| 0.998),0.955,0.961,None,0,0,0
0,7195425,0.0035,0.0039,(-0.637| -0.893| 0.478),(-0.584| -0.435| 0.502| -0.467),(-0.180| -0.982| -0.061),(-0.710| -1.291| 0.453),(-0.567| -0.452| 0.488| -0.486),(1.654| -0.845| -4.495),(0.096| -0.014| -0.008| 0.995),(-0.029| -0.192| 0.981),(1.556| -1.492| -1.183),(0.063| -0.015| -0.011| 0.998),0.955,0.969,None,0,0,0
0,7195442,0.0036,0.0039,(-0.634| -0.900| 0.478),(-0.585| -0.434| 0.503| -0.465),(-0.185| -0.981| -0.061),(-0.710| -1.303| 0.453),(-0.569| -0.450| 0.487| -0.486),(1.652| -0.824| -4.442),(0.099| -0.014| -0.009| 0.995),(-0.030| -0.197| 0.980),(1.548| -1.498| -1.086),(0.065| -0.014| -0.008| 0.998),0.959,0.974,None,0,0,0
0,7195458,0.0036,0.0037,(-0.632| -0.905| 0.479),(-0.584| -0.430| 0.507| -0.466),(-0.191| -0.980| -0.053),(-0.709| -1.303| 0.457),(-0.571| -0.448| 0.485| -0.488),(1.648| -0.804| -4.395),(0.102| -0.019| -0.009| 0.995),(-0.039| -0.202| 0.979),(1.516| -1.487| -1.086),(0.064| -0.015| -0.003| 0.998),0.954,0.968,None,0,0,0
0,7195475,0.0035,0.0037,(-0.629| -0.910| 0.479),(-0.587| -0.429| 0.506| -0.463),(-0.198| -0.979| -0.058),(-0.704| -1.279| 0.457),(-0.569| -0.448| 0.484| -0.491),(1.644| -0.785| -4.355),(0.105| -0.017| -0.007| 0.994),(-0.035| -0.209| 0.977),(1.534| -1.442| -1.284),(0.061| -0.016| -0.002| 0.998),0.952,0.97,None,0,0,0
0,7195492,0.0035,0.0039,(-0.627| -0.914| 0.480),(-0.588| -0.428| 0.506| -0.464),(-0.198| -0.978| -0.058),(-0.712| -1.331| 0.455),(-0.567| -0.451| 0.482| -0.492),(1.640| -0.767| -4.323),(0.105| -0.017| -0.006| 0.994),(-0.035| -0.210| 0.977),(1.514| -1.512| -0.853),(0.058| -0.015| -0.004| 0.998),0.957,0.978,None,0,0,0
0,7195508,0.0035,0.0037,(-0.626| -0.917| 0.480),(-0.591| -0.425| 0.507| -0.461),(-0.207| -0.976| -0.060),(-0.707| -1.297| 0.457),(-0.568| -0.452| 0.482| -0.491),(1.634| -0.754| -4.301),(0.110| -0.017| -0.004| 0.994),(-0.034| -0.219| 0.975),(1.524| -1.466| -1.132),(0.057| -0.014| -0.004| 0.998),0.958,0.981,None,0,0,0
0,7195525,0.0035,0.0036,(-0.625| -0.917| 0.481),(-0.590| -0.425| 0.506| -0.463),(-0.204| -0.977| -0.058),(-0.705| -1.302| 0.458),(-0.569| -0.452| 0.481| -0.491),(1.630| -0.746| -4.294),(0.108| -0.018| -0.004| 0.994),(-0.036| -0.215| 0.976),(1.513| -1.449| -1.094),(0.057| -0.013| -0.003| 0.998),0.96,0.986,None,0,0,0
0,7195542,0.0035,0.0037,(-0.624| -0.917| 0.482),(-0.591| -0.424| 0.507| -0.462),(-0.208| -0.977| -0.058),(-0.703| -1.287| 0.460),(-0.568| -0.453| 0.479| -0.493),(1.627| -0.739| -4.300),(0.110| -0.018| -0.004| 0.994),(-0.036| -0.219| 0.975),(1.513| -1.430| -1.221),(0.055| -0.012| -0.002| 0.998),0.971,0.997,None,0,0,0
0,7195558,0.0035,0.0038,(-0.624| -0.914| 0.482),(-0.592| -0.428| 0.503| -0.463),(-0.199| -0.978| -0.067),(-0.702| -1.297| 0.456),(-0.565| -0.457| 0.476| -0.495),(1.624| -0.736| -4.319),(0.106| -0.013| -0.003| 0.994),(-0.026| -0.211| 0.977),(1.539| -1.424| -1.138),(0.049| -0.011| -0.003| 0.999),0.96,0.992,None,0,0,0
0,7195575,0.0035,0.0037,(-0.624| -0.911| 0.483),(-0.592| -0.426| 0.504| -0.462),(-0.202| -0.977| -0.064),(-0.699| -1.273| 0.459),(-0.562| -0.462| 0.473| -0.497),(1.623| -0.733| -4.351),(0.108| -0.014| -0.003| 0.994),(-0.029| -0.214| 0.976),(1.533| -1.396| -1.334),(0.043| -0.009| -0.005| 0.999),0.966,0.992,None,0,0,0
0,7195592,0.0035,0.0036,(-0.624| -0.906| 0.483),(-0.591| -0.426| 0.505| -0.464),(-0.201| -0.978| -0.061),(-0.704| -1.298| 0.459),(-0.561| -0.465| 0.470| -0.498),(1.623| -0.734| -4.394),(0.107| -0.016| -0.003| 0.994),(-0.032| -0.212| 0.977),(1.515| -1.443| -1.128),(0.038| -0.007| -0.006| 0.999),0.962,0.99,None,0,0,0
0,7195608,0.0035,0.0036,(-0.624| -0.900| 0.483),(-0.589| -0.428| 0.504| -0.465),(-0.196| -0.979| -0.060),(-0.701| -1.284| 0.460),(-0.560| -0.466| 0.468| -0.500),(1.623| -0.737| -4.444),(0.104| -0.016| -0.004| 0.994),(-0.033| -0.207| 0.978),(1.516| -1.416| -1.241),(0.036| -0.007| -0.004| 0.999),0.968,0.996,None,0,0,0
0,7195625,0.0034,0.0036,(-0.625| -0.893| 0.484),(-0.588| -0.430| 0.502| -0.466),(-0.189| -0.980| -0.063),(-0.698| -1.269| 0.460),(-0.559| -0.466| 0.466| -0.503),(1.622| -0.741| -4.503),(0.101| -0.014| -0.004| 0.995),(-0.029| -0.202| 0.979),(1.529| -1.385| -1.372),(0.032| -0.007| -0.003| 0.999),0.978,0.995,None,0,0,0
0,7195642,0.0035,0.0036,(-0.626| -0.885| 0.484),(-0.587| -0.431| 0.501| -0.468),(-0.186| -0.981| -0.060),(-0.700| -1.277| 0.460),(-0.557| -0.467| 0.464| -0.506),(1.621| -0.746| -4.564),(0.099| -0.015| -0.004| 0.995),(-0.031| -0.197| 0.980),(1.516| -1.403| -1.303),(0.028| -0.008| -0.002| 1.000),0.974,0.98,None,0,0,0
0,7195658,0.0035,0.0036,(-0.626| -0.878| 0.485),(-0.588| -0.431| 0.500| -0.467),(-0.186| -0.981| -0.062),(-0.704| -1.289| 0.459),(-0.555| -0.469| 0.461| -0.509),(1.620| -0.752| -4.627),(0.099| -0.014| -0.003| 0.995),(-0.029| -0.198| 0.980),(1.519| -1.443| -1.204),(0.024| -0.008| -0.001| 1.000),0.965,0.991,None,0,0,0
0,7195675,0.0034,0.0036,(-0.627| -0.870| 0.485),(-0.588| -0.431| 0.500| -0.468),(-0.184| -0.981| -0.062),(-0.703| -1.276| 0.459),(-0.554| -0.470| 0.459| -0.511),(1.620| -0.758| -4.690),(0.098| -0.014| -0.003| 0.995),(-0.029| -0.196| 0.980),(1.521| -1.432| -1.312),(0.021| -0.008| 0.000| 1.000),0.966,0.981,None,0,0,0
0,7195692,0.0035,0.0036,(-0.628| -0.863| 0.486),(-0.587| -0.431| 0.498| -0.470),(-0.179| -0.982| -0.061),(-0.704| -1.277| 0.460),(-0.554| -0.470| 0.458| -0.513),(1.618| -0.766| -4.751),(0.096| -0.015| -0.002| 0.995),(-0.029| -0.191| 0.981),(1.515| -1.439| -1.301),(0.019| -0.008| 0.002| 1.000),0.96,0.983,None,0,0,0
0,7195708,0.0035,0.0038,(-0.629| -0.856| 0.486),(-0.588| -0.433| 0.496| -0.470),(-0.175| -0.982| -0.067),(-0.709| -1.301| 0.456),(-0.554| -0.469| 0.456| -0.515),(1.616| -0.772| -4.808),(0.094| -0.012| -0.001| 0.995),(-0.024| -0.188| 0.982),(1.527| -1.482| -1.099),(0.017| -0.008| 0.003| 1.000),0.953,0.977,None,0,0,0
0,7195725,0.0035,0.0036,(-0.630| -0.850| 0.487),(-0.589| -0.435| 0.493| -0.471),(-0.171| -0.983| -0.071),(-0.700| -1.251| 0.458),(-0.553| -0.469| 0.455| -0.517),(1.613| -0.777| -4.859),(0.092| -0.010| 0.001| 0.996),(-0.019| -0.184| 0.983),(1.549| -1.403| -1.518),(0.015| -0.009| 0.005| 1.000),0.952,0.967,None,0,0,0
0,7195742,0.0035,0.0035,(-0.630| -0.845| 0.487),(-0.588| -0.431| 0.495| -0.472),(-0.176| -0.982| -0.063),(-0.703| -1.252| 0.461),(-0.552| -0.468| 0.455| -0.519),(1.612| -0.779| -4.902),(0.095| -0.014| 0.002| 0.995),(-0.027| -0.188| 0.982),(1.519| -1.429| -1.515),(0.014| -0.010| 0.006| 1.000),0.946,0.968,None,0,0,0
0,7195758,0.0035,0.0038,(-0.631| -0.841| 0.488),(-0.591| -0.433| 0.491| -0.471),(-0.173| -0.982| -0.074),(-0.708| -1.282| 0.455),(-0.552| -0.467| 0.456| -0.519),(1.609| -0.781| -4.935),(0.094| -0.008| 0.003| 0.996),(-0.016| -0.187| 0.982),(1.549| -1.480| -1.256),(0.015| -0.012| 0.006| 1.000),0.951,0.972,None,0,0,0
0,7195775,0.0035,0.0036,(-0.630| -0.838| 0.488),(-0.590| -0.429| 0.494| -0.473),(-0.177| -0.982| -0.064),(-0.707| -1.261| 0.461),(-0.552| -0.466| 0.457| -0.518),(1.609| -0.779| -4.956),(0.095| -0.014| 0.004| 0.995),(-0.027| -0.189| 0.982),(1.513| -1.458| -1.434),(0.016| -0.013| 0.005| 1.000),0.957,0.979,None,0,0,0
0,7195792,0.0036,0.0038,(-0.630| -0.837| 0.488),(-0.593| -0.430| 0.492| -0.470),(-0.179| -0.981| -0.073),(-0.716| -1.306| 0.454),(-0.553| -0.466| 0.461| -0.515),(1.608| -0.776| -4.966),(0.097| -0.010| 0.005| 0.995),(-0.018| -0.193| 0.981),(1.537| -1.543| -1.060),(0.021| -0.013| 0.003| 1.000),0.953,0.973,None,0,0,0
0,7195808,0.0036,0.0038,(-0.630| -0.838| 0.488),(-0.593| -0.430| 0.492| -0.470),(-0.179| -0.981| -0.074),(-0.708| -1.266| 0.456),(-0.554| -0.465| 0.463| -0.513),(1.609| -0.772| -4.963),(0.097| -0.009| 0.005| 0.995),(-0.017| -0.192| 0.981),(1.549| -1.472| -1.395),(0.024| -0.013| 0.001| 1.000),0.954,0.982,None,0,0,0
0,7195825,0.0036,0.0039,(-0.629| -0.839| 0.488),(-0.593| -0.430| 0.493| -0.470),(-0.181| -0.981| -0.072),(-0.709| -1.275| 0.456),(-0.556| -0.462| 0.466| -0.509),(1.612| -0.766| -4.948),(0.098| -0.010| 0.004| 0.995),(-0.019| -0.194| 0.981),(1.541| -1.484| -1.322),(0.029| -0.014| 0.001| 0.999),0.954,0.983,None,0,0,0
0,7195842,0.0036,0.0038,(-0.628| -0.843| 0.488),(-0.595| -0.431| 0.493| -0.467),(-0.184| -0.980| -0.079),(-0.708| -1.268| 0.453),(-0.558| -0.459| 0.469| -0.507),(1.615| -0.759| -4.921),(0.099| -0.006| 0.004| 0.995),(-0.012| -0.198| 0.980),(1.571| -1.475| -1.375),(0.035| -0.015| 0.001| 0.999),0.962,0.981,None,0,0,0
0,7195858,0.0036,0.0038,(-0.627| -0.847| 0.487),(-0.596| -0.432| 0.492| -0.464),(-0.185| -0.979| -0.085),(-0.701| -1.238| 0.453),(-0.559| -0.459| 0.473| -0.504),(1.618| -0.751| -4.882),(0.101| -0.004| 0.003| 0.995),(-0.007| -0.201| 0.980),(1.596| -1.417| -1.625),(0.039| -0.015| -0.002| 0.999),0.964,0.982,None,0,0,0
0,7195875,0.0039,0.0039,(-0.626| -0.853| 0.486),(-0.596| -0.429| 0.496| -0.464),(-0.193| -0.978| -0.077),(-0.713| -1.294| 0.452),(-0.561| -0.457| 0.476| -0.500),(1.622| -0.741| -4.835),(0.104| -0.008| 0.002| 0.995),(-0.016| -0.207| 0.978),(1.563| -1.520| -1.160),(0.044| -0.015| -0.003| 0.999),0.957,0.988,None,0,0,0
0,7195892,0.0036,0.0039,(-0.624| -0.859| 0.486),(-0.595| -0.428| 0.499| -0.463),(-0.198| -0.977| -0.075),(-0.703| -1.247| 0.456),(-0.565| -0.453| 0.479| -0.497),(1.626| -0.733| -4.780),(0.106| -0.009| 0.001| 0.994),(-0.018| -0.211| 0.977),(1.566| -1.432| -1.547),(0.051| -0.016| -0.002| 0.999),0.952,0.981,None,0,0,0
0,7195908,0.0036,0.0037,(-0.623| -0.866| 0.485),(-0.594| -0.432| 0.496| -0.464),(-0.188| -0.979| -0.078),(-0.696| -1.248| 0.455),(-0.567| -0.449| 0.481| -0.496),(1.628| -0.724| -4.722),(0.101| -0.007| 0.000| 0.995),(-0.014| -0.202| 0.979),(1.583| -1.380| -1.539),(0.055| -0.017| -0.001| 0.998),0.959,0.975,None,0,0,0
0,7195925,0.0036,0.0039,(-0.622| -0.874| 0.485),(-0.592| -0.433| 0.494| -0.466),(-0.181| -0.980| -0.077),(-0.700| -1.297| 0.451),(-0.567| -0.449| 0.483| -0.494),(1.629| -0.715| -4.659),(0.098| -0.007| 0.000| 0.995),(-0.014| -0.195| 0.981),(1.578| -1.417| -1.132),(0.057| -0.018| -0.002| 0.998),0.958,0.973,None,0,0,0
0,7195942,0.0036,0.004,(-0.621| -0.881| 0.484),(-0.592| -0.432| 0.495| -0.466),(-0.184| -0.980| -0.075),(-0.698| -1.294| 0.453),(-0.568| -0.448| 0.484| -0.493),(1.628| -0.706| -4.596),(0.099| -0.008| 0.000| 0.995),(-0.016| -0.198| 0.980),(1.572| -1.400| -1.154),(0.059| -0.017| -0.002| 0.998),0.966,0.981,None,0,0,0
0,7195958,0.0036,0.004,(-0.620| -0.889| 0.484),(-0.592| -0.431| 0.497| -0.465),(-0.188| -0.979| -0.074),(-0.702| -1.316| 0.452),(-0.571| -0.445| 0.484| -0.491),(1.627| -0.700| -4.535),(0.101| -0.009| 0.000| 0.995),(-0.018| -0.201| 0.979),(1.562| -1.431| -0.976),(0.063| -0.017| 0.000| 0.998),0.969,0.986,None,0,0,0
