TimeStamp,RealTime,LeftPupilDiameter,RightPupilDiameter,EyePosition,EyeRotation,EyeDirection,VergencePosition,HeadRotation,MarkerEyePosition,MarkerEyeRotation,MarkerEyeDirection,MarkerVergencePosition,MarkerHeadRotation,LeftEyeOpenness,RightEyeOpenness,GazeTarget,Situation,SituationRecognized,StartCompression
0,7300140,0.0037,0.004,(-0.616| -0.813| 0.579),(-0.567| -0.455| 0.497| -0.473),(-0.133| -0.989| -0.058),(-0.680| -1.289| 0.551),(-0.523| -0.491| 0.462| -0.521),(1.955| -1.117| -5.631),(0.091| -0.005| 0.052| 0.994),(-0.001| -0.182| 0.983),(1.951| -1.845| -1.694),(0.010| -0.017| 0.050| 0.999),0.985,0.975,None,0,0,0
0,7300156,0.0037,0.004,(-0.616| -0.809| 0.579),(-0.568| -0.455| 0.496| -0.473),(-0.133| -0.989| -0.061),(-0.682| -1.291| 0.550),(-0.523| -0.491| 0.463| -0.521),(1.957| -1.121| -5.667),(0.091| -0.004| 0.052| 0.994),(0.001| -0.182| 0.983),(1.962| -1.862| -1.672),(0.010| -0.017| 0.050| 0.999),0.981,0.977,None,0,0,0
0,7300173,0.0037,0.0038,(-0.617| -0.806| 0.579),(-0.567| -0.454| 0.498| -0.473),(-0.136| -0.989| -0.055),(-0.677| -1.248| 0.555),(-0.524| -0.490| 0.464| -0.519),(1.960| -1.122| -5.689),(0.093| -0.007| 0.051| 0.994),(-0.004| -0.185| 0.983),(1.944| -1.810| -2.035),(0.013| -0.017| 0.049| 0.999),0.987,0.98,None,0,0,0
0,7300190,0.0037,0.004,(-0.617| -0.805| 0.579),(-0.568| -0.455| 0.497| -0.472),(-0.135| -0.989| -0.061),(-0.683| -1.288| 0.550),(-0.527| -0.487| 0.467| -0.517),(1.961| -1.123| -5.698),(0.092| -0.004| 0.051| 0.994),(0.001| -0.184| 0.983),(1.967| -1.871| -1.696),(0.018| -0.017| 0.049| 0.998),0.996,0.977,None,0,0,0
0,7300206,0.0037,0.0041,(-0.617| -0.806| 0.579),(-0.569| -0.454| 0.498| -0.471),(-0.139| -0.988| -0.059),(-0.683| -1.278| 0.551),(-0.529| -0.484| 0.471| -0.513),(1.963| -1.122| -5.692),(0.094| -0.005| 0.051| 0.994),(0.000| -0.188| 0.982),(1.963| -1.871| -1.780),(0.025| -0.017| 0.048| 0.998),0.971,0.972,None,0,0,0
0,7300223,0.0037,0.004,(-0.616| -0.808| 0.578),(-0.569| -0.455| 0.498| -0.470),(-0.139| -0.988| -0.061),(-0.682| -1.272| 0.550),(-0.532| -0.481| 0.477| -0.508),(1.965| -1.121| -5.670),(0.094| -0.004| 0.050| 0.994),(0.002| -0.188| 0.982),(1.974| -1.857| -1.830),(0.034| -0.018| 0.046| 0.998),0.96,0.973,None,0,0,0
0,7300240,0.0037,0.0039,(-0.616| -0.813| 0.578),(-0.568| -0.453| 0.501| -0.471),(-0.142| -0.988| -0.054),(-0.679| -1.253| 0.554),(-0.536| -0.477| 0.483| -0.501),(1.968| -1.119| -5.635),(0.095| -0.007| 0.050| 0.994),(-0.005| -0.190| 0.982),(1.949| -1.826| -1.993),(0.044| -0.017| 0.044| 0.998),0.962,0.971,None,0,0,0
0,7300256,0.0037,0.0041,(-0.616| -0.818| 0.577),(-0.570| -0.454| 0.501| -0.467),(-0.147| -0.987| -0.061),(-0.684| -1.278| 0.549),(-0.541| -0.473| 0.489| -0.494),(1.969| -1.119| -5.586),(0.099| -0.004| 0.049| 0.994),(0.002| -0.196| 0.981),(1.977| -1.880| -1.785),(0.055| -0.016| 0.042| 0.997),0.962,0.966,None,0,0,0
0,7300273,0.0037,0.0039,(-0.615| -0.826| 0.577),(-0.569| -0.452| 0.504| -0.467),(-0.152| -0.987| -0.055),(-0.681| -1.256| 0.553),(-0.546| -0.468| 0.494| -0.489),(1.970| -1.118| -5.527),(0.100| -0.007| 0.047| 0.994),(-0.004| -0.200| 0.980),(1.956| -1.847| -1.963),(0.065| -0.016| 0.043| 0.997),0.963,0.972,None,0,0,0
0,7300290,0.0037,0.0041,(-0.615| -0.834| 0.576),(-0.571| -0.452| 0.505| -0.464),(-0.157| -0.986| -0.061),(-0.687| -1.291| 0.548),(-0.551| -0.463| 0.497| -0.485),(1.969| -1.119| -5.458),(0.103| -0.004| 0.046| 0.994),(0.002| -0.205| 0.979),(1.977| -1.912| -1.679),(0.074| -0.015| 0.044| 0.996),0.96,0.974,None,0,0,0
0,7300306,0.0038,0.0041,(-0.614| -0.843| 0.576),(-0.570| -0.452| 0.505| -0.464),(-0.156| -0.986| -0.059),(-0.683| -1.273| 0.550),(-0.554| -0.460| 0.500| -0.482),(1.968| -1.118| -5.384),(0.103| -0.005| 0.045| 0.994),(0.000| -0.205| 0.979),(1.967| -1.863| -1.823),(0.080| -0.015| 0.045| 0.996),0.968,0.975,None,0,0,0
0,7300323,0.0037,0.0039,(-0.614| -0.852| 0.576),(-0.571| -0.449| 0.509| -0.463),(-0.166| -0.985| -0.054),(-0.683| -1.266| 0.553),(-0.556| -0.458| 0.502| -0.479),(1.966| -1.116| -5.306),(0.108| -0.007| 0.045| 0.993),(-0.005| -0.214| 0.977),(1.949| -1.868| -1.881),(0.084| -0.015| 0.044| 0.995),0.983,0.974,None,0,0,0
0,7300340,0.0038,0.0041,(-0.613| -0.861| 0.576),(-0.571| -0.449| 0.508| -0.462),(-0.165| -0.985| -0.056),(-0.683| -1.279| 0.552),(-0.557| -0.458| 0.502| -0.478),(1.962| -1.113| -5.231),(0.107| -0.006| 0.045| 0.993),(-0.002| -0.213| 0.977),(1.954| -1.866| -1.777),(0.086| -0.014| 0.044| 0.995),0.986,0.979,None,0,0,0
0,7300356,0.0038,0.0039,(-0.612| -0.870| 0.576),(-0.572| -0.448| 0.509| -0.461),(-0.169| -0.984| -0.056),(-0.679| -1.264| 0.553),(-0.557| -0.458| 0.501| -0.478),(1.956| -1.106| -5.158),(0.109| -0.006| 0.045| 0.993),(-0.003| -0.217| 0.976),(1.947| -1.832| -1.898),(0.084| -0.013| 0.044| 0.995),0.983,0.978,None,0,0,0
0,7300373,0.0038,0.004,(-0.610| -0.877| 0.576),(-0.572| -0.445| 0.513| -0.461),(-0.176| -0.983| -0.050),(-0.683| -1.283| 0.555),(-0.558| -0.459| 0.499| -0.479),(1.951| -1.099| -5.095),(0.113| -0.009| 0.045| 0.993),(-0.008| -0.225| 0.974),(1.922| -1.872| -1.747),(0.083| -0.012| 0.046| 0.995),1,0.983,None,0,0,0
0,7300390,0.0037,0.0039,(-0.609| -0.884| 0.576),(-0.574| -0.446| 0.511| -0.459),(-0.178| -0.982| -0.056),(-0.679| -1.270| 0.554),(-0.558| -0.460| 0.498| -0.479),(1.943| -1.091| -5.042),(0.114| -0.007| 0.046| 0.992),(-0.003| -0.226| 0.974),(1.935| -1.833| -1.850),(0.082| -0.011| 0.046| 0.996),0.993,0.981,None,0,0,0
0,7300406,0.0037,0.0039,(-0.608| -0.888| 0.577),(-0.574| -0.445| 0.512| -0.459),(-0.179| -0.982| -0.055),(-0.680| -1.285| 0.555),(-0.557| -0.462| 0.495| -0.481),(1.936| -1.084| -5.004),(0.114| -0.007| 0.046| 0.992),(-0.004| -0.227| 0.974),(1.923| -1.849| -1.722),(0.078| -0.010| 0.047| 0.996),0.993,0.977,None,0,0,0
0,7300423,0.0037,0.0039,(-0.607| -0.891| 0.578),(-0.575| -0.443| 0.513| -0.459),(-0.183| -0.982| -0.053),(-0.685| -1.310| 0.555),(-0.555| -0.464| 0.491| -0.486),(1.927| -1.074| -4.981),(0.116| -0.008| 0.046| 0.992),(-0.006| -0.232| 0.973),(1.907| -1.898| -1.519),(0.072| -0.011| 0.049| 0.996),0.985,0.972,None,0,0,0
0,7300440,0.0037,0.0039,(-0.606| -0.892| 0.579),(-0.577| -0.444| 0.511| -0.457),(-0.183| -0.981| -0.060),(-0.678| -1.282| 0.555),(-0.553| -0.464| 0.487| -0.491),(1.918| -1.067| -4.974),(0.116| -0.004| 0.047| 0.992),(0.002| -0.231| 0.973),(1.925| -1.833| -1.750),(0.065| -0.012| 0.053| 0.996),0.98,0.974,None,0,0,0
0,7300456,0.0037,0.0037,(-0.605| -0.891| 0.580),(-0.577| -0.444| 0.509| -0.458),(-0.181| -0.982| -0.061),(-0.674| -1.261| 0.557),(-0.552| -0.465| 0.485| -0.494),(1.911| -1.062| -4.983),(0.116| -0.004| 0.049| 0.992),(0.002| -0.230| 0.973),(1.919| -1.784| -1.923),(0.062| -0.013| 0.054| 0.997),0.982,0.977,None,0,0,0
0,7300473,0.0037,0.0041,(-0.605| -0.888| 0.581),(-0.579| -0.444| 0.507| -0.458),(-0.181| -0.981| -0.065),(-0.685| -1.321| 0.552),(-0.552| -0.466| 0.486| -0.492),(1.905| -1.062| -5.007),(0.116| -0.003| 0.051| 0.992),(0.007| -0.230| 0.973),(1.930| -1.907| -1.427),(0.063| -0.012| 0.052| 0.997),0.984,0.987,None,0,0,0
0,7300490,0.0036,0.0038,(-0.606| -0.883| 0.581),(-0.580| -0.444| 0.506| -0.459),(-0.179| -0.982| -0.066),(-0.678| -1.279| 0.555),(-0.551| -0.469| 0.486| -0.491),(1.902| -1.065| -5.047),(0.115| -0.002| 0.052| 0.992),(0.008| -0.227| 0.974),(1.928| -1.830| -1.772),(0.062| -0.011| 0.049| 0.997),0.989,0.977,None,0,0,0
0,7300523,0.0036,0.0038,(-0.608| -0.870| 0.582),(-0.574| -0.447| 0.505| -0.463),(-0.166| -0.984| -0.060),(-0.679| -1.289| 0.556),(-0.543| -0.478| 0.483| -0.493),(1.906| -1.079| -5.159),(0.108| -0.005| 0.050| 0.993),(0.001| -0.214| 0.977),(1.911| -1.839| -1.691),(0.051| -0.009| 0.043| 0.998),0.978,0.979,None,0,0,0
0,7300540,0.0036,0.004,(-0.610| -0.862| 0.582),(-0.574| -0.451| 0.504| -0.462),(-0.162| -0.985| -0.066),(-0.685| -1.320| 0.551),(-0.538| -0.484| 0.480| -0.496),(1.910| -1.086| -5.225),(0.106| -0.002| 0.049| 0.993),(0.007| -0.211| 0.978),(1.937| -1.903| -1.434),(0.043| -0.008| 0.040| 0.998),0.984,0.981,None,0,0,0
0,7300556,0.0036,0.0038,(-0.611| -0.853| 0.581),(-0.570| -0.453| 0.504| -0.465),(-0.153| -0.986| -0.059),(-0.678| -1.285| 0.556),(-0.535| -0.488| 0.477| -0.497),(1.917| -1.095| -5.296),(0.101| -0.005| 0.046| 0.994),(0.000| -0.202| 0.979),(1.917| -1.830| -1.727),(0.037| -0.007| 0.039| 0.999),0.976,0.978,None,0,0,0
0,7300573,0.0036,0.0038,(-0.612| -0.845| 0.581),(-0.569| -0.454| 0.505| -0.464),(-0.152| -0.987| -0.059),(-0.679| -1.275| 0.555),(-0.533| -0.491| 0.475| -0.499),(1.923| -1.102| -5.365),(0.101| -0.004| 0.044| 0.994),(0.000| -0.201| 0.980),(1.924| -1.833| -1.807),(0.033| -0.006| 0.038| 0.999),0.984,0.976,None,0,0,0
0,7300590,0.0036,0.0038,(-0.613| -0.837| 0.581),(-0.568| -0.456| 0.504| -0.463),(-0.150| -0.987| -0.062),(-0.677| -1.252| 0.555),(-0.532| -0.493| 0.473| -0.500),(1.929| -1.108| -5.432),(0.100| -0.003| 0.042| 0.994),(0.003| -0.199| 0.980),(1.940| -1.806| -1.999),(0.030| -0.005| 0.038| 0.999),0.976,0.971,None,0,0,0
0,7300606,0.0036,0.0038,(-0.615| -0.830| 0.581),(-0.566| -0.458| 0.504| -0.464),(-0.146| -0.987| -0.061),(-0.678| -1.263| 0.554),(-0.530| -0.496| 0.471| -0.501),(1.935| -1.114| -5.493),(0.098| -0.003| 0.041| 0.994),(0.002| -0.195| 0.981),(1.941| -1.826| -1.906),(0.026| -0.004| 0.037| 0.999),0.981,0.965,None,0,0,0
0,7300623,0.0036,0.0038,(-0.615| -0.823| 0.581),(-0.566| -0.459| 0.504| -0.463),(-0.145| -0.987| -0.062),(-0.676| -1.236| 0.555),(-0.529| -0.498| 0.469| -0.502),(1.940| -1.118| -5.546),(0.098| -0.003| 0.040| 0.994),(0.003| -0.194| 0.981),(1.950| -1.795| -2.128),(0.023| -0.003| 0.036| 0.999),0.971,0.962,None,0,0,0
0,7300640,0.0036,0.004,(-0.616| -0.818| 0.580),(-0.565| -0.461| 0.504| -0.464),(-0.141| -0.988| -0.063),(-0.679| -1.262| 0.552),(-0.528| -0.500| 0.468| -0.502),(1.945| -1.120| -5.589),(0.096| -0.002| 0.039| 0.995),(0.003| -0.190| 0.982),(1.958| -1.832| -1.915),(0.021| -0.003| 0.036| 0.999),0.973,0.968,None,0,0,0
0,7300656,0.0036,0.0038,(-0.616| -0.814| 0.580),(-0.563| -0.460| 0.505| -0.464),(-0.142| -0.988| -0.058),(-0.678| -1.246| 0.554),(-0.528| -0.500| 0.468| -0.502),(1.951| -1.121| -5.621),(0.096| -0.004| 0.038| 0.995),(-0.001| -0.191| 0.982),(1.948| -1.816| -2.050),(0.021| -0.002| 0.036| 0.999),0.972,0.972,None,0,0,0
0,7300673,0.0036,0.004,(-0.616| -0.812| 0.579),(-0.566| -0.461| 0.506| -0.461),(-0.148| -0.987| -0.064),(-0.684| -1.267| 0.550),(-0.529| -0.500| 0.470| -0.500),(1.957| -1.119| -5.639),(0.099| -0.001| 0.037| 0.994),(0.005| -0.197| 0.980),(1.976| -1.874| -1.871),(0.023| -0.002| 0.035| 0.999),0.975,0.96,None,0,0,0
0,7300690,0.0036,0.004,(-0.616| -0.812| 0.579),(-0.566| -0.461| 0.506| -0.459),(-0.151| -0.986| -0.066),(-0.684| -1.258| 0.549),(-0.531| -0.497| 0.473| -0.496),(1.963| -1.117| -5.644),(0.100| 0.000| 0.037| 0.994),(0.007| -0.199| 0.980),(1.988| -1.869| -1.949),(0.029| -0.002| 0.034| 0.999),0.974,0.964,None,0,0,0
0,7300706,0.0036,0.0038,(-0.616| -0.812| 0.578),(-0.565| -0.458| 0.509| -0.459),(-0.155| -0.986| -0.060),(-0.682| -1.234| 0.552),(-0.534| -0.494| 0.478| -0.492),(1.970| -1.115| -5.636),(0.102| -0.003| 0.036| 0.994),(0.001| -0.204| 0.979),(1.973| -1.840| -2.151),(0.037| -0.002| 0.033| 0.999),0.971,0.964,None,0,0,0
0,7300723,0.0036,0.004,(-0.615| -0.815| 0.577),(-0.566| -0.458| 0.510| -0.458),(-0.157| -0.986| -0.060),(-0.685| -1.253| 0.550),(-0.537| -0.490| 0.484| -0.487),(1.976| -1.114| -5.614),(0.104| -0.003| 0.035| 0.994),(0.001| -0.206| 0.979),(1.981| -1.877| -1.992),(0.045| -0.003| 0.031| 0.998),0.971,0.964,None,0,0,0
0,7300740,0.0036,0.004,(-0.615| -0.819| 0.576),(-0.566| -0.459| 0.511| -0.456),(-0.160| -0.985| -0.062),(-0.684| -1.246| 0.549),(-0.539| -0.486| 0.489| -0.483),(1.982| -1.112| -5.580),(0.105| -0.002| 0.034| 0.994),(0.003| -0.208| 0.978),(1.993| -1.865| -2.047),(0.053| -0.005| 0.029| 0.998),0.974,0.961,None,0,0,0
0,7300756,0.0036,0.0039,(-0.614| -0.824| 0.575),(-0.565| -0.456| 0.514| -0.456),(-0.166| -0.985| -0.055),(-0.684| -1.236| 0.552),(-0.542| -0.481| 0.494| -0.481),(1.987| -1.111| -5.535),(0.108| -0.005| 0.032| 0.994),(-0.003| -0.214| 0.977),(1.976| -1.859| -2.129),(0.061| -0.007| 0.030| 0.998),0.977,0.962,None,0,0,0
0,7300773,0.0036,0.0039,(-0.614| -0.831| 0.574),(-0.567| -0.457| 0.515| -0.453),(-0.170| -0.984| -0.059),(-0.683| -1.233| 0.550),(-0.544| -0.477| 0.498| -0.478),(1.991| -1.110| -5.480),(0.110| -0.003| 0.032| 0.993),(0.001| -0.219| 0.976),(1.993| -1.854| -2.159),(0.068| -0.009| 0.030| 0.997),0.985,0.962,None,0,0,0
0,7300790,0.0036,0.0041,(-0.614| -0.838| 0.573),(-0.567| -0.457| 0.515| -0.452),(-0.171| -0.983| -0.060),(-0.689| -1.271| 0.547),(-0.546| -0.474| 0.503| -0.474),(1.994| -1.110| -5.418),(0.111| -0.003| 0.031| 0.993),(0.001| -0.220| 0.976),(1.998| -1.916| -1.843),(0.075| -0.009| 0.028| 0.997),0.981,0.965,None,0,0,0
0,7300806,0.0036,0.0041,(-0.613| -0.846| 0.572),(-0.567| -0.454| 0.518| -0.452),(-0.177| -0.983| -0.055),(-0.691| -1.279| 0.548),(-0.547| -0.474| 0.503| -0.472),(1.996| -1.108| -5.355),(0.113| -0.005| 0.030| 0.993),(-0.003| -0.225| 0.974),(1.984| -1.936| -1.773),(0.076| -0.008| 0.027| 0.997),0.986,0.972,None,0,0,0
0,7300823,0.0037,0.0039,(-0.612| -0.854| 0.572),(-0.566| -0.452| 0.521| -0.451),(-0.182| -0.982| -0.049),(-0.686| -1.254| 0.552),(-0.546| -0.475| 0.500| -0.475),(1.997| -1.104| -5.291),(0.116| -0.008| 0.029| 0.993),(-0.009| -0.230| 0.973),(1.966| -1.888| -1.981),(0.072| -0.009| 0.029| 0.997),0.986,0.968,None,0,0,0
0,7300840,0.0036,0.0039,(-0.611| -0.861| 0.572),(-0.569| -0.452| 0.522| -0.448),(-0.189| -0.980| -0.055),(-0.686| -1.252| 0.549),(-0.545| -0.476| 0.497| -0.479),(1.996| -1.096| -5.231),(0.120| -0.005| 0.029| 0.992),(-0.003| -0.238| 0.971),(1.986| -1.887| -1.997),(0.068| -0.009| 0.031| 0.997),0.979,0.965,None,0,0,0
0,7300856,0.0037,0.0041,(-0.610| -0.867| 0.571),(-0.570| -0.453| 0.520| -0.447),(-0.188| -0.980| -0.059),(-0.689| -1.280| 0.547),(-0.544| -0.479| 0.496| -0.478),(1.993| -1.088| -5.176),(0.119| -0.003| 0.030| 0.992),(0.001| -0.237| 0.972),(1.996| -1.917| -1.770),(0.065| -0.007| 0.030| 0.997),0.996,0.972,None,0,0,0
0,7300873,0.0037,0.0039,(-0.608| -0.873| 0.571),(-0.570| -0.450| 0.522| -0.447),(-0.192| -0.980| -0.055),(-0.686| -1.270| 0.549),(-0.544| -0.482| 0.494| -0.478),(1.990| -1.079| -5.130),(0.121| -0.005| 0.030| 0.992),(-0.003| -0.240| 0.971),(1.980| -1.891| -1.851),(0.063| -0.004| 0.029| 0.998),0.997,0.971,None,0,0,0
0,7300890,0.0036,0.004,(-0.607| -0.877| 0.572),(-0.571| -0.449| 0.524| -0.446),(-0.197| -0.979| -0.054),(-0.693| -1.303| 0.548),(-0.543| -0.483| 0.489| -0.482),(1.987| -1.068| -5.095),(0.124| -0.006| 0.030| 0.992),(-0.004| -0.246| 0.969),(1.973| -1.960| -1.576),(0.058| -0.003| 0.032| 0.998),1,0.971,None,0,0,0
0,7300906,0.0036,0.0038,(-0.605| -0.880| 0.572),(-0.571| -0.448| 0.524| -0.446),(-0.199| -0.979| -0.053),(-0.690| -1.295| 0.549),(-0.543| -0.483| 0.485| -0.487),(1.984| -1.059| -5.070),(0.124| -0.006| 0.030| 0.992),(-0.005| -0.247| 0.969),(1.967| -1.932| -1.647),(0.053| -0.004| 0.037| 0.998),0.996,0.972,None,0,0,0
0,7300923,0.0036,0.0038,(-0.605| -0.881| 0.572),(-0.573| -0.448| 0.522| -0.446),(-0.199| -0.978| -0.057),(-0.683| -1.265| 0.550),(-0.543| -0.483| 0.483| -0.489),(1.980| -1.053| -5.057),(0.125| -0.004| 0.032| 0.992),(-0.001| -0.247| 0.969),(1.977| -1.861| -1.891),(0.051| -0.005| 0.039| 0.998),0.996,0.981,None,0,0,0
0,7300940,0.0036,0.0038,(-0.605| -0.881| 0.573),(-0.573| -0.445| 0.523| -0.447),(-0.202| -0.978| -0.054),(-0.687| -1.282| 0.551),(-0.544| -0.482| 0.485| -0.487),(1.976| -1.052| -5.058),(0.126| -0.006| 0.034| 0.991),(-0.004| -0.250| 0.968),(1.962| -1.907| -1.754),(0.054| -0.004| 0.037| 0.998),0.996,0.985,None,0,0,0
0,7300956,0.0036,0.004,(-0.605| -0.879| 0.573),(-0.576| -0.448| 0.519| -0.446),(-0.198| -0.978| -0.064),(-0.688| -1.290| 0.546),(-0.544| -0.483| 0.487| -0.484),(1.973| -1.056| -5.073),(0.124| -0.001| 0.035| 0.992),(0.006| -0.246| 0.969),(1.994| -1.918| -1.681),(0.056| -0.003| 0.035| 0.998),1,0.983,None,0,0,0
0,7300973,0.0037,0.004,(-0.606| -0.876| 0.573),(-0.574| -0.449| 0.518| -0.448),(-0.192| -0.979| -0.061),(-0.689| -1.296| 0.547),(-0.543| -0.484| 0.486| -0.485),(1.972| -1.065| -5.102),(0.121| -0.003| 0.035| 0.992),(0.002| -0.241| 0.971),(1.980| -1.925| -1.634),(0.054| -0.004| 0.035| 0.998),0.995,0.981,None,0,0,0
0,7300990,0.0036,0.0038,(-0.608| -0.871| 0.574),(-0.570| -0.449| 0.519| -0.452),(-0.185| -0.981| -0.053),(-0.688| -1.294| 0.551),(-0.540| -0.487| 0.484| -0.488),(1.972| -1.076| -5.143),(0.117| -0.007| 0.035| 0.992),(-0.006| -0.233| 0.972),(1.951| -1.914| -1.649),(0.048| -0.004| 0.034| 0.998),0.994,0.982,None,0,0,0
0,7301006,0.0036,0.0038,(-0.609| -0.865| 0.574),(-0.571| -0.451| 0.517| -0.451),(-0.182| -0.981| -0.059),(-0.681| -1.252| 0.551),(-0.535| -0.492| 0.480| -0.491),(1.972| -1.086| -5.195),(0.116| -0.004| 0.035| 0.993),(0.001| -0.231| 0.973),(1.974| -1.845| -1.995),(0.040| -0.004| 0.032| 0.999),0.991,0.968,None,0,0,0
0,7301023,0.0036,0.0038,(-0.611| -0.858| 0.574),(-0.569| -0.453| 0.515| -0.453),(-0.175| -0.983| -0.058),(-0.683| -1.260| 0.551),(-0.531| -0.498| 0.476| -0.494),(1.975| -1.097| -5.256),(0.113| -0.004| 0.034| 0.993),(-0.001| -0.224| 0.975),(1.972| -1.861| -1.929),(0.031| -0.002| 0.030| 0.999),0.985,0.976,None,0,0,0
0,7301040,0.0036,0.0038,(-0.613| -0.850| 0.574),(-0.568| -0.454| 0.515| -0.453),(-0.174| -0.983| -0.059),(-0.684| -1.255| 0.550),(-0.527| -0.503| 0.472| -0.497),(1.977| -1.106| -5.321),(0.112| -0.004| 0.033| 0.993),(0.000| -0.222| 0.975),(1.977| -1.868| -1.976),(0.024| -0.001| 0.030| 0.999),0.988,0.971,None,0,0,0
0,7301056,0.0036,0.0038,(-0.614| -0.842| 0.575),(-0.566| -0.456| 0.515| -0.454),(-0.169| -0.984| -0.056),(-0.685| -1.256| 0.551),(-0.524| -0.507| 0.468| -0.500),(1.979| -1.113| -5.390),(0.109| -0.005| 0.032| 0.993),(-0.003| -0.218| 0.976),(1.970| -1.877| -1.966),(0.017| 0.001| 0.030| 0.999),0.995,0.968,None,0,0,0
0,7301073,0.0036,0.0038,(-0.615| -0.834| 0.575),(-0.564| -0.457| 0.515| -0.456),(-0.164| -0.985| -0.053),(-0.687| -1.268| 0.552),(-0.522| -0.510| 0.463| -0.503),(1.981| -1.120| -5.458),(0.107| -0.006| 0.031| 0.994),(-0.006| -0.213| 0.977),(1.960| -1.902| -1.870),(0.010| 0.002| 0.030| 0.999),0.991,0.965,None,0,0,0
0,7301090,0.0035,0.0038,(-0.616| -0.826| 0.575),(-0.564| -0.458| 0.514| -0.455),(-0.164| -0.985| -0.058),(-0.683| -1.231| 0.552),(-0.520| -0.513| 0.459| -0.506),(1.982| -1.124| -5.522),(0.107| -0.004| 0.031| 0.994),(-0.001| -0.212| 0.977),(1.978| -1.851| -2.173),(0.004| 0.002| 0.032| 0.999),1,0.968,None,0,0,0
0,7301106,0.0036,0.0038,(-0.617| -0.819| 0.576),(-0.564| -0.458| 0.514| -0.455),(-0.163| -0.985| -0.058),(-0.685| -1.230| 0.552),(-0.519| -0.514| 0.456| -0.508),(1.983| -1.128| -5.578),(0.107| -0.004| 0.031| 0.994),(-0.001| -0.212| 0.977),(1.979| -1.864| -2.185),(0.000| 0.003| 0.033| 0.999),0.988,0.967,None,0,0,0
0,7301123,0.0036,0.0037,(-0.617| -0.813| 0.576),(-0.564| -0.460| 0.512| -0.456),(-0.159| -0.986| -0.060),(-0.684| -1.228| 0.551),(-0.518| -0.515| 0.454| -0.510),(1.984| -1.130| -5.628),(0.104| -0.003| 0.031| 0.994),(0.001| -0.207| 0.978),(1.987| -1.856| -2.202),(-0.003| 0.003| 0.034| 0.999),0.985,0.971,None,0,0,0
0,7301140,0.0036,0.0039,(-0.618| -0.809| 0.576),(-0.566| -0.460| 0.512| -0.454),(-0.162| -0.985| -0.064),(-0.690| -1.247| 0.548),(-0.517| -0.516| 0.453| -0.511),(1.984| -1.130| -5.668),(0.106| -0.001| 0.032| 0.994),(0.005| -0.211| 0.978),(2.004| -1.912| -2.041),(-0.005| 0.003| 0.034| 0.999),0.982,0.974,None,0,0,0
0,7301156,0.0036,0.0038,(-0.618| -0.805| 0.576),(-0.566| -0.458| 0.513| -0.455),(-0.164| -0.985| -0.061),(-0.688| -1.232| 0.550),(-0.516| -0.517| 0.453| -0.512),(1.985| -1.129| -5.697),(0.107| -0.002| 0.032| 0.994),(0.002| -0.212| 0.977),(1.992| -1.895| -2.169),(-0.006| 0.002| 0.033| 0.999),0.977,0.968,None,0,0,0
0,7301173,0.0036,0.0037,(-0.617| -0.803| 0.576),(-0.564| -0.455| 0.515| -0.457),(-0.165| -0.985| -0.050),(-0.680| -1.175| 0.557),(-0.517| -0.515| 0.454| -0.511),(1.987| -1.125| -5.714),(0.107| -0.008| 0.033| 0.994),(-0.008| -0.214| 0.977),(1.960| -1.798| -2.639),(-0.004| 0.002| 0.033| 0.999),0.97,0.962,None,0,0,0
0,7301190,0.0035,0.0038,(-0.617| -0.803| 0.576),(-0.567| -0.457| 0.514| -0.454),(-0.168| -0.984| -0.061),(-0.687| -1.214| 0.551),(-0.519| -0.512| 0.457| -0.509),(1.988| -1.121| -5.718),(0.109| -0.003| 0.033| 0.994),(0.002| -0.217| 0.976),(1.995| -1.877| -2.313),(0.001| 0.001| 0.033| 0.999),0.964,0.953,CompressionRing1,0,0,0
0,7301206,0.0036,0.0038,(-0.616| -0.804| 0.576),(-0.569| -0.456| 0.514| -0.452),(-0.173| -0.983| -0.063),(-0.688| -1.211| 0.550),(-0.522| -0.509| 0.461| -0.506),(1.989| -1.116| -5.709),(0.112| -0.002| 0.033| 0.993),(0.004| -0.222| 0.975),(2.004| -1.881| -2.344),(0.008| 0.000| 0.033| 0.999),0.953,0.941,CompressionRing1,0,0,0
0,7301223,0.0036,0.0039,(-0.615| -0.806| 0.576),(-0.567| -0.453| 0.517| -0.453),(-0.176| -0.983| -0.055),(-0.684| -1.191| 0.554),(-0.526| -0.504| 0.468| -0.501),(1.991| -1.111| -5.686),(0.113| -0.006| 0.033| 0.993),(-0.004| -0.224| 0.975),(1.978| -1.843| -2.507),(0.019| -0.001| 0.033| 0.999),0.939,0.943,CompressionRing1,0,0,0
0,7301240,0.0036,0.0038,(-0.615| -0.811| 0.575),(-0.570| -0.457| 0.514| -0.450),(-0.175| -0.982| -0.068),(-0.683| -1.195| 0.549),(-0.531| -0.498| 0.474| -0.495),(1.991| -1.107| -5.650),(0.113| 0.001| 0.033| 0.993),(0.009| -0.224| 0.975),(2.021| -1.837| -2.472),(0.030| -0.001| 0.032| 0.999),0.934,0.938,None,0,0,0
