TimeStamp,RealTime,LeftPupilDiameter,RightPupilDiameter,EyePosition,EyeRotation,EyeDirection,VergencePosition,HeadRotation,MarkerEyePosition,MarkerEyeRotation,MarkerEyeDirection,MarkerVergencePosition,MarkerHeadRotation,LeftEyeOpenness,RightEyeOpenness,GazeTarget,Situation,SituationRecognized,StartCompression
0,7001228,0.0043,0.0044,(0.000| 0.000| 0.000),(0.000| 0.000| 0.000| 0.000),(0.000| 0.000| 1.000),(0.000| 0.000| 0.000),(0.000| 0.000| 0.000| 0.000),0,0,0,0,0,1,1,None,0,0,0
0,7001362,0.004,0.0044,(0.000| 0.000| 0.000),(0.000| 0.000| 0.000| 0.000),(0.000| 0.000| 1.000),(0.000| 0.000| 0.000),(0.000| 0.000| 0.000| 0.000),0,0,0,0,0,1,0.992,None,0,0,0
0,7001628,0.0041,0.0041,(-1.276| -0.580| 0.289),(0.309| 0.544| -0.303| 0.719),(0.595| -0.774| 0.218),(-0.695| -1.336| 0.502),(0.000| 0.000| 0.000| 1.000),0,0,0,0,0,1,1,None,0,0,0
0,7001662,0.0041,0.004,(-1.276| -0.579| 0.289),(0.309| 0.544| -0.303| 0.719),(0.595| -0.774| 0.217),(-0.709| -1.317| 0.495),(0.219| 0.636| -0.193| 0.715),0,0,0,0,0,1,1,None,0,0,0
0,7001728,0.0037,0.004,(-1.275| -0.579| 0.289),(0.311| 0.544| -0.303| 0.718),(0.593| -0.776| 0.214),(-0.732| -1.289| 0.485),(0.219| 0.634| -0.193| 0.716),0,0,0,0,0,1,1,None,0,0,0
0,7001778,0.004,0.004,(-1.275| -0.579| 0.288),(0.310| 0.543| -0.302| 0.719),(0.594| -0.775| 0.217),(-0.751| -1.263| 0.480),(0.219| 0.633| -0.193| 0.717),0,0,0,0,0,1,1,None,0,0,0
0,7001795,0.004,0.004,(-1.275| -0.579| 0.288),(0.310| 0.543| -0.302| 0.720),(0.595| -0.774| 0.218),(-0.728| -1.291| 0.489),(0.219| 0.633| -0.193| 0.717),0,0,0,0,0,1,1,None,0,0,0
0,7001812,0.004,0.004,(-1.275| -0.579| 0.288),(0.310| 0.543| -0.302| 0.720),(0.594| -0.774| 0.218),(-0.734| -1.284| 0.487),(0.219| 0.633| -0.193| 0.717),0,0,0,0,0,0.996,1,None,0,0,0
0,7001828,0.0037,0.0043,(-1.275| -0.579| 0.288),(0.311| 0.546| -0.301| 0.718),(0.597| -0.774| 0.211),(-0.692| -1.336| 0.495),(0.219| 0.633| -0.193| 0.717),0,0,0,0,0,1,1,None,0,0,0
0,7001845,0.0041,0.0042,(-1.275| -0.579| 0.288),(0.311| 0.545| -0.301| 0.718),(0.596| -0.774| 0.213),(-0.628| -1.419| 0.519),(0.220| 0.633| -0.193| 0.717),0,0,0,0,0,0.997,1,None,0,0,0
0,7001862,0.0038,0.0042,(-1.275| -0.579| 0.288),(0.311| 0.546| -0.300| 0.717),(0.598| -0.774| 0.210),(-0.639| -1.402| 0.511),(0.220| 0.632| -0.193| 0.717),0,0,0,0,0,0.994,1,None,0,0,0
0,7001878,0.004,0.0041,(-1.275| -0.579| 0.288),(0.311| 0.545| -0.301| 0.719),(0.596| -0.774| 0.214),(-0.668| -1.368| 0.506),(0.220| 0.632| -0.193| 0.718),0,0,0,0,0,0.994,0.999,None,0,0,0
0,7001895,0.004,0.0041,(-1.275| -0.579| 0.288),(0.311| 0.543| -0.301| 0.719),(0.594| -0.775| 0.215),(-0.735| -1.285| 0.484),(0.220| 0.632| -0.193| 0.718),0,0,0,0,0,0.991,1,None,0,0,0
0,7001912,0.004,0.0043,(-1.275| -0.579| 0.288),(0.311| 0.545| -0.300| 0.718),(0.597| -0.774| 0.212),(-0.660| -1.376| 0.506),(0.220| 0.632| -0.193| 0.718),0,0,0,0,0,0.987,0.996,None,0,0,0
0,7001928,0.004,0.004,(-1.275| -0.579| 0.288),(0.306| 0.553| -0.293| 0.717),(0.613| -0.764| 0.200),(-0.501| -1.543| 0.541),(0.219| 0.631| -0.193| 0.719),0,0,0,0,0,0.971,0.966,None,0,0,0
0,7001945,0.0039,0.0042,(-1.275| -0.579| 0.288),(0.279| 0.597| -0.253| 0.708),(0.704| -0.698| 0.131),(-0.210| -1.635| 0.486),(0.219| 0.631| -0.193| 0.719),0,0,0,0,0,0.945,0.923,None,0,0,0
0,7001962,0.0037,0.0043,(-1.275| -0.579| 0.288),(0.259| 0.630| -0.222| 0.698),(0.764| -0.641| 0.073),(-0.469| -1.255| 0.365),(0.219| 0.630| -0.193| 0.719),0,0,0,0,0,0.954,0.929,None,0,0,0
0,7001978,0.0038,0.004,(-1.276| -0.579| 0.288),(0.247| 0.638| -0.209| 0.699),(0.788| -0.612| 0.065),(-0.617| -1.090| 0.342),(0.219| 0.630| -0.193| 0.720),0,0,0,0,0,0.996,0.945,None,0,0,0
0,7001995,0.0038,0.0041,(-1.276| -0.579| 0.288),(0.249| 0.630| -0.215| 0.703),(0.779| -0.622| 0.082),(-0.109| -1.511| 0.410),(0.219| 0.630| -0.193| 0.720),0,0,0,0,0,1,0.976,None,0,0,0
0,7002012,0.0038,0.0043,(-1.276| -0.579| 0.288),(0.252| 0.629| -0.218| 0.702),(0.774| -0.628| 0.081),(0.127| -1.717| 0.435),(0.218| 0.630| -0.193| 0.720),0,0,0,0,0,0.998,0.984,None,0,0,0
0,7002028,0.0038,0.0043,(-1.276| -0.578| 0.288),(0.243| 0.637| -0.208| 0.702),(0.793| -0.606| 0.071),(-0.448| -1.211| 0.361),(0.218| 0.630| -0.193| 0.720),0,0,0,0,0,0.989,0.977,None,0,0,0
0,7002045,0.004,0.0042,(-1.276| -0.579| 0.287),(0.220| 0.638| -0.190| 0.713),(0.826| -0.557| 0.088),(0.133| -1.529| 0.438),(0.217| 0.630| -0.192| 0.720),0,0,0,0,0,1,0.962,None,0,0,0
0,7002062,0.0041,0.0043,(-1.276| -0.578| 0.287),(0.175| 0.643| -0.153| 0.730),(0.885| -0.452| 0.113),(-0.072| -1.194| 0.441),(0.217| 0.630| -0.192| 0.720),0,0,0,0,0,0.998,0.966,None,0,0,0
0,7002078,0.0039,0.0044,(-1.277| -0.578| 0.287),(0.159| 0.648| -0.139| 0.732),(0.904| -0.414| 0.111),(-0.039| -1.145| 0.439),(0.217| 0.630| -0.193| 0.720),0,0,0,0,0,1,0.992,None,0,0,0
0,7002095,0.0039,0.0043,(-1.277| -0.578| 0.287),(0.173| 0.645| -0.152| 0.729),(0.887| -0.448| 0.109),(-0.245| -1.099| 0.414),(0.218| 0.630| -0.193| 0.720),0,0,0,0,0,1,0.999,None,0,0,0
0,7002112,0.0039,0.0043,(-1.277| -0.578| 0.287),(0.178| 0.644| -0.155| 0.728),(0.882| -0.459| 0.107),(-0.281| -1.096| 0.408),(0.218| 0.630| -0.193| 0.720),0,0,0,0,0,1,1,None,0,0,0
0,7002128,0.0038,0.0043,(-1.277| -0.578| 0.287),(0.178| 0.645| -0.155| 0.727),(0.883| -0.458| 0.105),(-0.333| -1.068| 0.399),(0.218| 0.630| -0.193| 0.720),0,0,0,0,0,1,1,None,0,0,0
0,7002145,0.0041,0.0043,(-1.277| -0.578| 0.287),(0.164| 0.644| -0.145| 0.733),(0.897| -0.427| 0.117),(-0.314| -1.036| 0.412),(0.218| 0.630| -0.193| 0.720),0,0,0,0,0,1,0.994,None,0,0,0
0,7002162,0.0041,0.0043,(-1.277| -0.579| 0.286),(0.161| 0.653| -0.138| 0.727),(0.905| -0.414| 0.095),(-0.303| -1.024| 0.388),(0.218| 0.630| -0.194| 0.720),0,0,0,0,0,0.987,0.998,None,0,0,0
0,7002178,0.0038,0.0042,(-1.277| -0.579| 0.286),(0.161| 0.653| -0.138| 0.727),(0.905| -0.414| 0.095),(-0.303| -1.025| 0.388),(0.218| 0.630| -0.194| 0.720),0,0,0,0,0,0.993,1,None,0,0,0
0,7002195,0.0038,0.0043,(-1.277| -0.579| 0.286),(0.161| 0.653| -0.138| 0.727),(0.905| -0.415| 0.095),(-0.303| -1.025| 0.388),(0.218| 0.630| -0.194| 0.720),0,0,0,0,0,1,1,None,0,0,0
0,7002212,0.0038,0.0042,(-1.277| -0.579| 0.286),(0.177| 0.659| -0.148| 0.715),(0.891| -0.449| 0.067),(-0.323| -1.060| 0.358),(0.218| 0.630| -0.194| 0.720),0,0,0,0,0,0.998,1,None,0,0,0
0,7002228,0.0041,0.0043,(-1.278| -0.579| 0.286),(0.178| 0.659| -0.148| 0.715),(0.891| -0.450| 0.067),(-0.323| -1.061| 0.358),(0.218| 0.630| -0.194| 0.720),0,0,0,0,0,0.999,1,None,0,0,0
0,7002245,0.0038,0.0042,(-1.278| -0.579| 0.286),(0.156| 0.644| -0.140| 0.736),(0.903| -0.411| 0.123),(-0.305| -1.021| 0.418),(0.217| 0.630| -0.194| 0.720),0,0,0,0,0,0.975,1,None,0,0,0
0,7002262,0.0041,0.0042,(-1.278| -0.579| 0.286),(0.156| 0.644| -0.141| 0.736),(0.903| -0.411| 0.122),(-0.305| -1.022| 0.418),(0.217| 0.630| -0.194| 0.720),0,0,0,0,0,0.962,1,None,0,0,0
0,7002278,0.0038,0.0042,(-1.278| -0.579| 0.286),(0.156| 0.644| -0.141| 0.736),(0.903| -0.411| 0.122),(-0.305| -1.022| 0.418),(0.216| 0.630| -0.194| 0.720),0,0,0,0,0,0.978,0.999,None,0,0,0
0,7002295,0.0038,0.0042,(-1.278| -0.579| 0.286),(0.158| 0.643| -0.142| 0.735),(0.901| -0.415| 0.122),(-0.308| -1.026| 0.417),(0.216| 0.631| -0.194| 0.720),0,0,0,0,0,0.978,1,None,0,0,0
0,7002312,0.0037,0.0042,(-1.278| -0.579| 0.286),(0.157| 0.643| -0.142| 0.735),(0.902| -0.415| 0.122),(-0.308| -1.025| 0.417),(0.215| 0.631| -0.194| 0.720),0,0,0,0,0,0.978,1,None,0,0,0
0,7002328,0.0038,0.0042,(-1.278| -0.579| 0.286),(0.157| 0.644| -0.142| 0.735),(0.902| -0.414| 0.122),(-0.307| -1.024| 0.417),(0.215| 0.631| -0.194| 0.720),0,0,0,0,0,0.992,1,None,0,0,0
0,7002445,0.0041,0.0042,(-1.278| -0.578| 0.285),(0.139| 0.629| -0.136| 0.753),(0.909| -0.381| 0.171),(0.210| -1.202| 0.565),(0.215| 0.631| -0.194| 0.720),(2.532| -6.404| -7.649),(0.556| 0.063| -0.038| -0.828),(-0.147| 0.915| 0.375),(0.524| 6.093| -2.532),(0.472| 0.039| -0.031| -0.880),1,1,None,0,0,0
0,7002545,0.0041,0.0042,(-1.278| -0.579| 0.285),(0.161| 0.636| -0.150| 0.740),(0.893| -0.429| 0.139),(-1.269| -0.583| 0.286),(0.215| 0.629| -0.195| 0.721),(2.534| -6.399| -7.645),(0.534| 0.049| -0.032| -0.843),(-0.117| 0.898| 0.424),(2.524| -6.325| -7.610),(0.472| 0.041| -0.031| -0.880),1,1,None,0,0,0
0,7002562,0.0041,0.0042,(-1.278| -0.579| 0.285),(0.155| 0.634| -0.147| 0.744),(0.896| -0.417| 0.149),(-1.024| -0.697| 0.327),(0.215| 0.629| -0.195| 0.721),(2.534| -6.399| -7.645),(0.540| 0.054| -0.034| -0.840),(-0.127| 0.902| 0.412),(2.234| -4.269| -6.673),(0.472| 0.041| -0.031| -0.880),0.994,1,None,0,0,0
0,7002578,0.0041,0.0043,(-1.278| -0.579| 0.285),(0.153| 0.635| -0.145| 0.743),(0.899| -0.412| 0.147),(-1.023| -0.696| 0.326),(0.215| 0.629| -0.195| 0.721),(2.535| -6.399| -7.645),(0.542| 0.053| -0.033| -0.838),(-0.125| 0.905| 0.406),(2.239| -4.260| -6.685),(0.472| 0.041| -0.031| -0.880),0.991,1,None,0,0,0
0,7002595,0.0041,0.0043,(-1.278| -0.579| 0.285),(0.183| 0.629| -0.171| 0.736),(0.864| -0.484| 0.142),(-1.267| -0.585| 0.286),(0.215| 0.629| -0.196| 0.721),(2.535| -6.398| -7.645),(0.508| 0.051| -0.035| -0.859),(-0.124| 0.869| 0.479),(2.523| -6.310| -7.596),(0.472| 0.041| -0.031| -0.880),0.979,0.991,None,0,0,0
0,7002612,0.0041,0.0042,(-1.278| -0.579| 0.284),(0.160| 0.635| -0.151| 0.740),(0.892| -0.429| 0.142),(-1.267| -0.584| 0.286),(0.215| 0.629| -0.196| 0.721),(2.536| -6.398| -7.645),(0.534| 0.051| -0.032| -0.843),(-0.120| 0.898| 0.424),(2.523| -6.306| -7.601),(0.472| 0.041| -0.031| -0.880),0.993,0.995,None,0,0,0
0,7002628,0.0042,0.0042,(-1.278| -0.579| 0.284),(0.021| 0.111| -0.246| 0.963),(0.203| -0.095| 0.975),(-1.270| -0.583| 0.320),(0.215| 0.629| -0.196| 0.721),(2.536| -6.398| -7.644),(0.419| 0.541| -0.294| -0.667),(-0.968| 0.241| 0.064),(2.240| -6.324| -7.624),(0.471| 0.041| -0.031| -0.881),0.975,0.982,None,0,0,0
0,7002645,0.0042,0.0041,(-1.278| -0.579| 0.285),(0.165| 0.605| -0.170| 0.760),(0.864| -0.456| 0.214),(-0.642| -0.914| 0.442),(0.216| 0.629| -0.196| 0.721),(2.534| -6.399| -7.644),(0.518| 0.084| -0.050| -0.850),(-0.194| 0.872| 0.448),(1.344| -1.052| -4.897),(0.471| 0.041| -0.031| -0.881),0.92,0.935,None,0,0,0
0,7002662,0.0033,0.0042,(-1.278| -0.579| 0.285),(0.165| 0.605| -0.170| 0.760),(0.864| -0.456| 0.214),(-0.643| -0.915| 0.442),(0.216| 0.629| -0.196| 0.721),(2.535| -6.398| -7.644),(0.518| 0.084| -0.050| -0.850),(-0.194| 0.872| 0.449),(1.345| -1.053| -4.894),(0.471| 0.041| -0.031| -0.881),0,0,None,0,0,0
0,7002678,0.0037,0.0041,(-1.278| -0.579| 0.285),(0.165| 0.605| -0.170| 0.760),(0.864| -0.457| 0.214),(-0.643| -0.915| 0.442),(0.216| 0.629| -0.196| 0.721),(2.535| -6.398| -7.644),(0.518| 0.084| -0.050| -0.850),(-0.194| 0.872| 0.449),(1.345| -1.054| -4.890),(0.471| 0.041| -0.031| -0.881),0,0,None,0,0,0
0,7002695,0.0037,0.0037,(-1.278| -0.579| 0.285),(0.165| 0.605| -0.170| 0.760),(0.863| -0.457| 0.214),(-0.643| -0.915| 0.442),(0.216| 0.629| -0.197| 0.721),(2.535| -6.398| -7.643),(0.518| 0.084| -0.050| -0.850),(-0.194| 0.872| 0.450),(1.345| -1.055| -4.887),(0.471| 0.041| -0.031| -0.881),0,0,None,0,0,0
0,7002712,0.0037,0.0039,(-1.278| -0.579| 0.284),(0.165| 0.605| -0.170| 0.760),(0.863| -0.457| 0.214),(-0.643| -0.916| 0.442),(0.216| 0.629| -0.197| 0.721),(2.535| -6.397| -7.643),(0.518| 0.084| -0.050| -0.850),(-0.194| 0.872| 0.450),(1.344| -1.056| -4.885),(0.470| 0.041| -0.031| -0.881),0,0,None,0,0,0
0,7002728,0.0037,0.0039,(-1.278| -0.579| 0.284),(0.165| 0.605| -0.171| 0.760),(0.863| -0.458| 0.214),(-0.643| -0.916| 0.442),(0.216| 0.629| -0.197| 0.721),(2.535| -6.397| -7.642),(0.518| 0.084| -0.050| -0.850),(-0.195| 0.871| 0.450),(1.343| -1.057| -4.883),(0.470| 0.041| -0.031| -0.881),0,0,None,0,0,0
0,7002745,0.0037,0.0043,(-1.278| -0.579| 0.284),(0.166| 0.605| -0.171| 0.760),(0.863| -0.458| 0.214),(-0.643| -0.916| 0.442),(0.216| 0.628| -0.197| 0.721),(2.535| -6.397| -7.642),(0.517| 0.084| -0.050| -0.850),(-0.195| 0.871| 0.451),(1.342| -1.058| -4.881),(0.470| 0.041| -0.031| -0.881),0,0,None,0,0,0
0,7002762,0.0037,0.0044,(-1.277| -0.579| 0.285),(0.166| 0.604| -0.171| 0.760),(0.862| -0.458| 0.215),(-0.643| -0.916| 0.442),(0.217| 0.628| -0.197| 0.721),(2.535| -6.395| -7.641),(0.517| 0.084| -0.051| -0.850),(-0.195| 0.871| 0.451),(1.340| -1.058| -4.878),(0.470| 0.042| -0.032| -0.881),0,0,None,0,0,0
0,7002778,0.0042,0.0041,(-1.277| -0.579| 0.285),(0.166| 0.604| -0.171| 0.760),(0.862| -0.459| 0.215),(-0.643| -0.917| 0.443),(0.217| 0.627| -0.197| 0.722),(2.534| -6.395| -7.641),(0.517| 0.084| -0.051| -0.850),(-0.196| 0.871| 0.451),(1.336| -1.060| -4.875),(0.469| 0.042| -0.032| -0.881),0,0,None,0,0,0
0,7002795,0.004,0.0043,(-1.277| -0.579| 0.285),(0.166| 0.604| -0.171| 0.761),(0.862| -0.459| 0.216),(-0.644| -0.917| 0.443),(0.217| 0.627| -0.197| 0.722),(2.534| -6.395| -7.640),(0.517| 0.084| -0.051| -0.850),(-0.196| 0.870| 0.452),(1.331| -1.062| -4.873),(0.469| 0.043| -0.033| -0.881),0,0,None,0,0,0
0,7002812,0.0039,0.0043,(-1.277| -0.579| 0.285),(0.166| 0.603| -0.171| 0.761),(0.861| -0.460| 0.217),(-0.644| -0.918| 0.444),(0.217| 0.626| -0.198| 0.723),(2.534| -6.396| -7.642),(0.516| 0.085| -0.051| -0.851),(-0.197| 0.870| 0.452),(1.324| -1.063| -4.869),(0.469| 0.044| -0.034| -0.882),0,0.931,None,0,0,0
0,7002828,0.004,0.0044,(-1.277| -0.579| 0.285),(0.166| 0.603| -0.172| 0.761),(0.861| -0.460| 0.218),(-0.644| -0.918| 0.445),(0.217| 0.625| -0.198| 0.724),(2.532| -6.395| -7.640),(0.516| 0.085| -0.052| -0.851),(-0.199| 0.869| 0.453),(1.315| -1.065| -4.866),(0.469| 0.045| -0.035| -0.882),0,1,None,0,0,0
0,7002845,0.004,0.0044,(-1.277| -0.580| 0.285),(0.167| 0.602| -0.172| 0.762),(0.860| -0.461| 0.220),(-0.645| -0.918| 0.447),(0.218| 0.624| -0.198| 0.724),(2.530| -6.395| -7.640),(0.516| 0.086| -0.052| -0.851),(-0.200| 0.869| 0.453),(1.303| -1.068| -4.863),(0.468| 0.045| -0.035| -0.882),0,1,None,0,0,0
0,7002862,0.0042,0.0043,(-1.277| -0.580| 0.285),(0.296| 0.561| -0.284| 0.719),(0.638| -0.745| 0.197),(-0.486| -1.502| 0.529),(0.218| 0.623| -0.198| 0.725),(2.529| -6.393| -7.639),(0.353| 0.082| -0.061| -0.930),(-0.195| 0.646| 0.738),(0.516| 0.283| -0.021),(0.468| 0.046| -0.036| -0.882),0.982,1,None,0,0,0
0,7002878,0.004,0.0043,(-1.277| -0.580| 0.286),(0.297| 0.566| -0.282| 0.716),(0.643| -0.744| 0.184),(-0.578| -1.388| 0.485),(0.218| 0.622| -0.198| 0.725),(2.526| -6.393| -7.638),(0.355| 0.075| -0.058| -0.930),(-0.182| 0.651| 0.737),(0.879| -0.496| -0.959),(0.468| 0.046| -0.037| -0.882),1,1,None,0,0,0
0,7002895,0.004,0.0044,(-1.277| -0.580| 0.286),(0.296| 0.566| -0.281| 0.717),(0.645| -0.741| 0.185),(-0.550| -1.416| 0.494),(0.218| 0.622| -0.198| 0.726),(2.524| -6.393| -7.637),(0.356| 0.076| -0.059| -0.929),(-0.183| 0.653| 0.735),(0.804| -0.259| -0.735),(0.468| 0.047| -0.037| -0.882),1,1,None,0,0,0
0,7002912,0.0038,0.0043,(-1.277| -0.580| 0.286),(0.297| 0.565| -0.282| 0.717),(0.642| -0.744| 0.186),(-0.523| -1.454| 0.504),(0.218| 0.622| -0.198| 0.726),(2.522| -6.393| -7.637),(0.354| 0.076| -0.060| -0.930),(-0.184| 0.650| 0.737),(0.719| -0.034| -0.420),(0.468| 0.047| -0.037| -0.882),1,1,None,0,0,0
0,7002928,0.004,0.0044,(-1.277| -0.580| 0.286),(0.297| 0.566| -0.280| 0.716),(0.645| -0.742| 0.182),(-0.565| -1.400| 0.488),(0.218| 0.622| -0.198| 0.726),(2.520| -6.394| -7.636),(0.356| 0.074| -0.059| -0.930),(-0.180| 0.653| 0.736),(0.860| -0.386| -0.866),(0.468| 0.047| -0.037| -0.882),0.998,1,None,0,0,0
0,7002945,0.004,0.0044,(-1.277| -0.580| 0.287),(0.298| 0.565| -0.281| 0.716),(0.642| -0.744| 0.184),(-0.530| -1.445| 0.501),(0.218| 0.622| -0.198| 0.726),(2.518| -6.394| -7.637),(0.354| 0.075| -0.060| -0.930),(-0.183| 0.650| 0.738),(0.747| -0.093| -0.488),(0.468| 0.046| -0.037| -0.882),0.997,1,None,0,0,0
0,7002962,0.0041,0.0044,(-1.277| -0.580| 0.287),(0.297| 0.564| -0.281| 0.717),(0.642| -0.743| 0.187),(-0.413| -1.580| 0.539),(0.218| 0.622| -0.197| 0.725),(2.517| -6.394| -7.636),(0.355| 0.077| -0.061| -0.930),(-0.185| 0.650| 0.737),(0.437| 0.901| 0.625),(0.468| 0.046| -0.037| -0.882),1,1,None,0,0,0
0,7002978,0.0041,0.0044,(-1.277| -0.580| 0.287),(0.297| 0.564| -0.281| 0.718),(0.643| -0.742| 0.188),(-0.312| -1.694| 0.569),(0.218| 0.622| -0.197| 0.725),(2.516| -6.395| -7.637),(0.355| 0.077| -0.061| -0.930),(-0.186| 0.651| 0.736),(0.188| 1.752| 1.568),(0.468| 0.046| -0.037| -0.882),1,0.998,None,0,0,0
0,7002995,0.0041,0.0044,(-1.277| -0.580| 0.287),(0.296| 0.565| -0.280| 0.718),(0.645| -0.741| 0.187),(-0.388| -1.602| 0.545),(0.218| 0.623| -0.197| 0.725),(2.516| -6.395| -7.637),(0.356| 0.076| -0.061| -0.929),(-0.185| 0.653| 0.734),(0.390| 1.113| 0.807),(0.468| 0.046| -0.037| -0.882),0.995,1,None,0,0,0
0,7003012,0.0041,0.0044,(-1.277| -0.580| 0.287),(0.296| 0.564| -0.280| 0.718),(0.644| -0.741| 0.189),(-0.247| -1.765| 0.589),(0.218| 0.623| -0.197| 0.725),(2.516| -6.395| -7.637),(0.356| 0.077| -0.061| -0.929),(-0.187| 0.653| 0.734),(0.022| 2.301| 2.149),(0.468| 0.045| -0.037| -0.882),1,1,None,0,0,0
0,7003028,0.0041,0.0044,(-1.277| -0.580| 0.287),(0.295| 0.564| -0.280| 0.719),(0.646| -0.740| 0.190),(-0.282| -1.721| 0.580),(0.218| 0.623| -0.197| 0.724),(2.516| -6.395| -7.637),(0.357| 0.077| -0.061| -0.929),(-0.188| 0.654| 0.733),(0.102| 2.008| 1.784),(0.468| 0.045| -0.036| -0.882),1,0.999,None,0,0,0
0,7003045,0.004,0.0044,(-1.278| -0.580| 0.287),(0.296| 0.555| -0.284| 0.723),(0.635| -0.744| 0.207),(-0.308| -1.717| 0.604),(0.218| 0.624| -0.198| 0.724),(2.515| -6.396| -7.637),(0.352| 0.086| -0.066| -0.930),(-0.206| 0.644| 0.737),(-0.107| 1.796| 1.746),(0.468| 0.045| -0.036| -0.882),0.989,0.999,None,0,0,0
0,7003062,0.0043,0.0045,(-1.278| -0.580| 0.287),(0.293| 0.542| -0.288| 0.733),(0.626| -0.741| 0.242),(-0.294| -1.744| 0.666),(0.219| 0.624| -0.198| 0.724),(2.516| -6.396| -7.637),(0.351| 0.101| -0.074| -0.928),(-0.240| 0.636| 0.733),(-0.631| 1.936| 1.958),(0.468| 0.045| -0.036| -0.882),0.99,0.995,None,0,0,0
0,7003078,0.0043,0.0043,(-1.278| -0.580| 0.287),(0.292| 0.541| -0.288| 0.734),(0.626| -0.740| 0.245),(-0.525| -1.470| 0.582),(0.219| 0.624| -0.198| 0.724),(2.516| -6.397| -7.637),(0.351| 0.103| -0.075| -0.928),(-0.244| 0.636| 0.732),(0.073| -0.021| -0.301),(0.467| 0.044| -0.036| -0.882),0.993,1,None,0,0,0
0,7003095,0.0043,0.0045,(-1.278| -0.580| 0.287),(0.292| 0.540| -0.289| 0.735),(0.624| -0.741| 0.246),(-0.178| -1.886| 0.721),(0.219| 0.624| -0.198| 0.723),(2.516| -6.397| -7.636),(0.350| 0.104| -0.075| -0.928),(-0.245| 0.635| 0.733),(-1.085| 2.923| 3.125),(0.467| 0.044| -0.036| -0.883),0.996,0.995,None,0,0,0
0,7003112,0.0043,0.0044,(-1.278| -0.580| 0.287),(0.291| 0.543| -0.287| 0.733),(0.629| -0.739| 0.240),(-0.403| -1.608| 0.620),(0.219| 0.624| -0.198| 0.723),(2.516| -6.398| -7.635),(0.353| 0.101| -0.073| -0.927),(-0.238| 0.639| 0.731),(-0.242| 1.008| 0.831),(0.467| 0.044| -0.036| -0.883),0.995,1,None,0,0,0
0,7003128,0.0043,0.0044,(-1.278| -0.580| 0.287),(0.291| 0.543| -0.287| 0.734),(0.630| -0.738| 0.241),(-0.361| -1.655| 0.638),(0.219| 0.624| -0.198| 0.723),(2.515| -6.399| -7.635),(0.353| 0.101| -0.073| -0.927),(-0.239| 0.640| 0.730),(-0.389| 1.368| 1.220),(0.467| 0.044| -0.036| -0.883),1,1,None,0,0,0
0,7003145,0.0043,0.0045,(-1.278| -0.580| 0.287),(0.291| 0.543| -0.287| 0.733),(0.629| -0.739| 0.240),(-0.283| -1.748| 0.665),(0.219| 0.624| -0.198| 0.723),(2.515| -6.399| -7.634),(0.353| 0.101| -0.073| -0.927),(-0.238| 0.640| 0.731),(-0.621| 2.022| 1.991),(0.467| 0.044| -0.036| -0.882),0.99,0.993,None,0,0,0
0,7003162,0.0041,0.0043,(-1.278| -0.580| 0.287),(0.291| 0.541| -0.288| 0.734),(0.627| -0.739| 0.245),(-0.471| -1.531| 0.602),(0.219| 0.624| -0.198| 0.723),(2.515| -6.399| -7.634),(0.352| 0.103| -0.074| -0.927),(-0.243| 0.638| 0.731),(-0.094| 0.435| 0.199),(0.467| 0.044| -0.036| -0.882),0.991,0.998,None,0,0,0
0,7003178,0.004,0.0045,(-1.278| -0.580| 0.287),(0.290| 0.545| -0.286| 0.733),(0.633| -0.737| 0.236),(-0.421| -1.579| 0.607),(0.220| 0.624| -0.197| 0.723),(2.514| -6.399| -7.633),(0.354| 0.099| -0.072| -0.927),(-0.235| 0.643| 0.729),(-0.137| 0.858| 0.596),(0.467| 0.044| -0.036| -0.882),0.994,0.994,None,0,0,0
0,7003195,0.0043,0.0043,(-1.278| -0.580| 0.287),(0.295| 0.564| -0.280| 0.719),(0.646| -0.739| 0.190),(0.083| -2.138| 0.688),(0.220| 0.624| -0.197| 0.724),(2.515| -6.399| -7.634),(0.357| 0.078| -0.061| -0.929),(-0.188| 0.654| 0.733),(-0.793| 5.084| 5.229),(0.467| 0.043| -0.036| -0.882),0.99,0.974,None,0,0,0
0,7003212,0.004,0.0044,(-1.278| -0.580| 0.287),(0.295| 0.609| -0.258| 0.690),(0.688| -0.721| 0.085),(-0.418| -1.483| 0.393),(0.220| 0.624| -0.197| 0.723),(2.512| -6.401| -7.635),(0.375| 0.030| -0.035| -0.926),(-0.081| 0.692| 0.718),(1.671| 0.812| -0.150),(0.467| 0.043| -0.036| -0.882),1,0.973,None,0,0,0
0,7003228,0.0043,0.0045,(-1.278| -0.580| 0.287),(0.294| 0.610| -0.257| 0.689),(0.689| -0.720| 0.082),(0.316| -2.244| 0.478),(0.220| 0.624| -0.198| 0.723),(2.511| -6.400| -7.634),(0.376| 0.028| -0.034| -0.926),(-0.078| 0.693| 0.716),(1.006| 6.956| 6.166),(0.467| 0.043| -0.036| -0.882),1,0.985,None,0,0,0
