MFD,SFD,FR,PFT,MSV,SSV,MPSV,SPSV,MSA,SSA,MSD,SSD,BR,MD,VD,PFR,PFV,VMFD,RMFD,VFR,RFR,label
0.6152000000000044,0.8798681492132472,1.4423770373575668,0.8873503533823813,96.1688858365648,70.87838325528642,134.96783095161723,109.06144149510777,8.133271576861501,9.208061467164583,0.06833333333341013,0.042729120957136234,0.14423770373575667,-1.792860967997787,0.03698671744006567,0.30900520156044,0.6909947984395601,0.9871354263422286,1.0300173385347997,0.7,0.3,1
0.6927777777776404,0.8973003681139531,1.29813933362181,0.8993220827922644,102.30109080448563,80.31513947521725,134.87401874843076,116.01344598869572,4.344462954728318,6.498821972233111,0.04562500000020009,0.02628182594497574,0.28847540747151335,-1.787520637811491,0.03689049395202491,0.25677626303127116,0.7432237369687289,0.9555733761026513,1.15549318364072,0.7777777777777777,0.2222222222222222,1
0.5577272727271272,0.5522269116799049,1.5866147410933236,0.8848983124186364,94.53237550196675,73.99379846257378,124.16584405480191,107.0362586560842,4.36624386122976,5.870403834322995,0.046500000000196454,0.024767922803505083,0.28847540747151335,-1.7699809217001183,0.037545595958722006,0.2609616951915364,0.7390383048084636,0.9032690392103444,1.4352893235534503,0.8181818181818181,0.1818181818181818,1
0.42392857142847007,0.3210939925330864,2.0193278523005933,0.8560507716715112,84.60846000932479,71.10934116586182,109.87961165893041,102.83405551441692,3.956733049381022,5.4398198897098,0.04433333333349765,0.024084342539346028,0.43271311120727,-1.7096279316208485,0.021206757396795,0.26975568660489313,0.7302443133951069,0.851951698960958,1.8882898062342521,0.8571428571428572,0.14285714285714288,1
0.34423529411753195,0.24162209906027765,2.4520409635078635,0.8440790422613658,76.42387551243304,65.78727226560295,97.17924512769837,95.57108856182845,3.401224419003335,4.997270352350293,0.04100000000016735,0.02280058478778426,0.43271311120727,-1.6998939824794934,0.019464706497324433,0.2735816814764514,0.7264183185235487,0.8232740943266883,2.3254442925498364,0.8823529411764706,0.11764705882352941,1
0.3018888888888493,0.16679691207132566,2.59627866724362,0.7837876820999989,85.81401285710852,64.88054710867672,105.27217187141977,91.51392349107084,3.841958144474222,4.8837911035688055,0.03956250000010186,0.022765019080848155,0.7211885186787834,-1.7029373236076477,0.03519836595724815,0.104343025395672,0.8956569746043279,0.9483426789928179,1.878174457122096,0.9444444444444444,0.05555555555555555,1
0.3264411764704859,0.1719666419732992,2.4520409635078635,0.8004471368813308,102.46498981825937,72.64300278553344,125.31556450801861,101.5018417240779,4.668675768597461,5.495894926358353,0.03965625000012096,0.0226472395876736,0.5769508149430267,-1.7091137119111088,0.03874955401444741,0.14713037210562416,0.8528696278943758,0.9665855782802927,1.2506081628978054,0.8823529411764706,0.11764705882352941,1
0.3323235294116838,0.15810578561953592,2.4520409635078635,0.814870907254959,107.97516171316235,70.09458708848743,129.6045791694383,94.05702826419336,4.802450139573623,4.578256807193832,0.03859375000007503,0.01917291281829781,0.5769508149430267,-1.702711966202716,0.04247113876836346,0.08841490397380647,0.9115850960261934,1.0331297754963527,0.7515266837773551,0.8823529411764706,0.11764705882352941,1
0.3381470588235114,0.19610124671187126,2.4520409635078635,0.8291504399249532,105.80213872972755,61.985630158761296,124.41341415900199,82.3753786829064,5.291955074867746,4.554738846546258,0.03865625000003092,0.020906576978035683,0.43271311120727,-1.6939307013122271,0.04623623404113454,0.21144646429492955,0.7885535357050705,0.9575292933561571,1.1981966310046008,0.8235294117647058,0.1764705882352941,1
0.3055277777777721,0.16786274752360453,2.59627866724362,0.7932352516947792,108.52056501745118,61.24362355725294,123.93404412872184,81.07762111833064,4.7816691056535126,4.601961075003315,0.03338235294118289,0.020552321617684017,0.7211885186787834,-1.6738526415217376,0.0536686051204211,0.33939449040807573,0.6606055095919243,0.9909082643878864,1.0181834712242273,0.6666666666666666,0.3333333333333333,1
0.37556666666666083,0.20192002267123738,2.16356555603635,0.8125631039953727,112.05455001193639,61.605964833043544,129.0585993698087,80.83452856247291,4.931202993819753,4.704577954116112,0.03540624999999409,0.021986656997879536,0.5769508149430267,-1.642629214172032,0.0604940164564925,0.505990947013331,0.494009052986669,0.9262669743500044,1.0842663150285665,0.5333333333333333,0.4666666666666667,1
0.37343333333337797,0.2520962029772516,2.16356555603635,0.8079474974759376,127.14793543360108,52.03207597440855,147.85918266048725,72.1090518354203,5.90797189742352,4.747275583335834,0.037406249999946795,0.02244522412317076,0.5769508149430267,-1.6075487587805353,0.06485826052972397,0.6577702401142297,0.3422297598857702,1.0266892796573108,0.9866553601713446,0.33333333333333337,0.6666666666666667,1
0.4693461538462053,0.3000459826692356,1.8750901485648368,0.8800663493438159,117.82401607068012,47.56438261468809,137.55690251595118,64.15667540987445,6.7405439935361215,4.8307825000825115,0.04088461538454934,0.023233061527331456,0.28847540747151335,-1.5433259511862836,0.04705064607814444,0.7677620257313421,0.2322379742686578,1.0063645551641838,0.9980906334507449,0.23076923076923075,0.7692307692307693,1
0.4890000000001085,0.3193576887024251,1.7307276267399452,0.8463258094760211,101.2129929584663,47.76398303973203,121.90916305087775,65.03130434492479,6.099182799919922,4.606758570500252,0.04153571428553603,0.029452421853747402,0.4326819066849863,-1.468057865746019,0.021947070748152907,0.8807089297885868,0.11929107021141312,1.4314928425369575,0.9607733779511858,0.08333333333333334,0.9166666666666667,1
0.43620833333337333,0.3302590812739114,1.73085244482908,0.7550122602048875,94.77859655319767,45.023747379590574,114.22830101831522,61.037933377284595,5.0672722504081005,3.887329761035716,0.038346153846060375,0.02965402075158665,0.7211885186787834,-1.466756118771699,0.023251181954596405,0.9745916515425145,0.025408348457485554,0.3049001814898266,1.063190892591834,0.08333333333333333,0.9166666666666667,1
